ZONE,COUNTY,RESIDENCY,QUANTITY
762,Davidson,VISITORS,13.34
763,Davidson,RESIDENTS,384.76
763,Davidson,VISITORS,1
764,Davidson,RESIDENTS,1336.79
764,Davidson,VISITORS,8.32
765,Davidson,RESIDENTS,339.59
765,Davidson,VISITORS,21.87
766,Davidson,RESIDENTS,2079.3
766,Davidson,VISITORS,22.37
767,Davidson,RESIDENTS,3379.33
767,Davidson,VISITORS,52.98
768,Davidson,RESIDENTS,1489.68
768,Davidson,VISITORS,10.42
769,Davidson,RESIDENTS,316.5
769,Davidson,VISITORS,2.24
770,Davidson,RESIDENTS,737.4
770,Davidson,VISITORS,22.22
771,Davidson,RESIDENTS,846.75
771,Davidson,VISITORS,1.05
772,Davidson,RESIDENTS,1345.21
772,Davidson,VISITORS,16.97
773,Davidson,RESIDENTS,2347.56
773,Davidson,VISITORS,349.98
774,Davidson,RESIDENTS,3041.12
774,Davidson,VISITORS,21.75
775,Davidson,RESIDENTS,7715.96
775,Davidson,VISITORS,26.69
776,Davidson,RESIDENTS,1740.59
776,Davidson,VISITORS,25.72
777,Davidson,RESIDENTS,4185.13
777,Davidson,VISITORS,26.14
778,Davidson,RESIDENTS,3434.08
778,Davidson,VISITORS,40.54
779,Davidson,RESIDENTS,1235.5
779,Davidson,VISITORS,5.53
780,Davidson,RESIDENTS,1138.39
780,Davidson,VISITORS,35.24
781,Davidson,RESIDENTS,8318.85
781,Davidson,VISITORS,224.39
782,Davidson,RESIDENTS,2889.53
782,Davidson,VISITORS,101.12
783,Davidson,RESIDENTS,1153.9
783,Davidson,VISITORS,52.81
784,Davidson,RESIDENTS,2353.08
784,Davidson,VISITORS,38.83
785,Davidson,RESIDENTS,7690.24
785,Davidson,VISITORS,97.98
786,Davidson,RESIDENTS,1253.38
786,Davidson,VISITORS,64.89
787,Davidson,RESIDENTS,1865.28
787,Davidson,VISITORS,30.02
788,Davidson,RESIDENTS,114.68
788,Davidson,VISITORS,0
789,Davidson,RESIDENTS,2819.25
789,Davidson,VISITORS,119.49
790,Davidson,RESIDENTS,1001.07
790,Davidson,VISITORS,16.54
791,Davidson,RESIDENTS,3701.63
791,Davidson,VISITORS,32.17
792,Davidson,RESIDENTS,1160.11
792,Davidson,VISITORS,35.51
793,Davidson,RESIDENTS,1531.65
793,Davidson,VISITORS,9.61
794,Davidson,RESIDENTS,4517.28
794,Davidson,VISITORS,25.95
795,Davidson,RESIDENTS,3678.69
795,Davidson,VISITORS,32.93
796,Davidson,RESIDENTS,3271.49
796,Davidson,VISITORS,41.5
797,Davidson,RESIDENTS,5539.43
797,Davidson,VISITORS,70.51
798,Davidson,RESIDENTS,1614.09
798,Davidson,VISITORS,5.24
799,Davidson,RESIDENTS,1974.98
799,Davidson,VISITORS,4.49
800,Davidson,RESIDENTS,2234.95
800,Davidson,VISITORS,17.32
801,Davidson,RESIDENTS,2117.17
801,Davidson,VISITORS,22.36
802,Davidson,RESIDENTS,1585.38
802,Davidson,VISITORS,8.89
803,Davidson,RESIDENTS,2849.66
803,Davidson,VISITORS,29.18
804,Davidson,RESIDENTS,1163.54
804,Davidson,VISITORS,6.38
805,Davidson,RESIDENTS,1353.93
805,Davidson,VISITORS,16.31
806,Davidson,RESIDENTS,1201.09
806,Davidson,VISITORS,5.68
807,Davidson,RESIDENTS,1154.73
807,Davidson,VISITORS,4.81
808,Davidson,RESIDENTS,2307.24
808,Davidson,VISITORS,33.54
809,Davidson,RESIDENTS,2218.22
809,Davidson,VISITORS,11.37
810,Davidson,RESIDENTS,934.85
810,Davidson,VISITORS,12.2
811,Davidson,RESIDENTS,2135.79
811,Davidson,VISITORS,4.18
812,Davidson,RESIDENTS,3261.99
812,Davidson,VISITORS,15.54
813,Davidson,RESIDENTS,1216.87
813,Davidson,VISITORS,5.18
814,Davidson,RESIDENTS,970.13
814,Davidson,VISITORS,1.55
815,Davidson,RESIDENTS,1474.28
815,Davidson,VISITORS,10.45
816,Davidson,RESIDENTS,1209.64
816,Davidson,VISITORS,5.29
817,Davidson,RESIDENTS,2799.87
817,Davidson,VISITORS,15.66
818,Davidson,RESIDENTS,850.2
818,Davidson,VISITORS,5.02
819,Davidson,RESIDENTS,178.36
819,Davidson,VISITORS,0.97
820,Davidson,RESIDENTS,1296.63
820,Davidson,VISITORS,3.8
821,Davidson,RESIDENTS,1367.25
821,Davidson,VISITORS,6.59
822,Davidson,RESIDENTS,1656.18
822,Davidson,VISITORS,15.52
823,Davidson,RESIDENTS,1499.43
823,Davidson,VISITORS,54.3
824,Davidson,RESIDENTS,3077.02
824,Davidson,VISITORS,23.09
825,Davidson,RESIDENTS,5400.5
825,Davidson,VISITORS,190.68
826,Davidson,RESIDENTS,4873.8
826,Davidson,VISITORS,53.21
827,Davidson,RESIDENTS,907.81
827,Davidson,VISITORS,6.91
828,Davidson,RESIDENTS,1233.42
828,Davidson,VISITORS,1.76
829,Davidson,RESIDENTS,1901.96
829,Davidson,VISITORS,47.98
830,Davidson,RESIDENTS,895.36
830,Davidson,VISITORS,9.89
831,Davidson,RESIDENTS,2079.54
831,Davidson,VISITORS,61.33
832,Davidson,RESIDENTS,5113.47
832,Davidson,VISITORS,149.08
833,Davidson,RESIDENTS,3516.78
833,Davidson,VISITORS,39.88
834,Davidson,RESIDENTS,2067.6
834,Davidson,VISITORS,25.93
835,Davidson,RESIDENTS,807.56
835,Davidson,VISITORS,4.63
836,Davidson,RESIDENTS,1877.22
836,Davidson,VISITORS,44.09
837,Davidson,RESIDENTS,3050.8
837,Davidson,VISITORS,32.54
838,Davidson,RESIDENTS,1933.33
838,Davidson,VISITORS,7.2
839,Davidson,RESIDENTS,4215.3
839,Davidson,VISITORS,17.77
840,Davidson,RESIDENTS,4114.55
840,Davidson,VISITORS,13.85
841,Davidson,RESIDENTS,1208.17
841,Davidson,VISITORS,11.11
842,Davidson,RESIDENTS,2181.16
842,Davidson,VISITORS,12.59
843,Davidson,RESIDENTS,2531.92
843,Davidson,VISITORS,12.79
844,Davidson,RESIDENTS,1069.44
844,Davidson,VISITORS,10.92
845,Davidson,RESIDENTS,1719.8
845,Davidson,VISITORS,19.13
846,Davidson,RESIDENTS,1966.15
846,Davidson,VISITORS,13.24
847,Davidson,RESIDENTS,6721.72
847,Davidson,VISITORS,905.2
848,Davidson,RESIDENTS,1014.11
848,Davidson,VISITORS,48.36
849,Davidson,RESIDENTS,2310.63
849,Davidson,VISITORS,18.62
850,Davidson,RESIDENTS,5346.26
850,Davidson,VISITORS,123.66
851,Davidson,RESIDENTS,5386.24
851,Davidson,VISITORS,38.85
852,Davidson,RESIDENTS,5340.58
852,Davidson,VISITORS,34.9
853,Davidson,RESIDENTS,11864
853,Davidson,VISITORS,63.12
854,Davidson,RESIDENTS,3686.93
854,Davidson,VISITORS,127.75
855,Davidson,RESIDENTS,1385.88
855,Davidson,VISITORS,19.72
856,Davidson,RESIDENTS,4481.05
856,Davidson,VISITORS,47.72
857,Davidson,RESIDENTS,2583.28
857,Davidson,VISITORS,33.63
858,Davidson,RESIDENTS,2504.95
858,Davidson,VISITORS,143.48
859,Davidson,RESIDENTS,2288.54
859,Davidson,VISITORS,199.8
860,Davidson,RESIDENTS,4077.91
860,Davidson,VISITORS,408.63
861,Davidson,RESIDENTS,4531.43
861,Davidson,VISITORS,58.07
862,Davidson,RESIDENTS,3677.7
862,Davidson,VISITORS,161.38
863,Davidson,RESIDENTS,2847.97
863,Davidson,VISITORS,9.14
864,Davidson,RESIDENTS,4287.33
864,Davidson,VISITORS,23.16
865,Davidson,RESIDENTS,1352.92
865,Davidson,VISITORS,7.22
866,Davidson,RESIDENTS,3278.09
866,Davidson,VISITORS,48.71
867,Davidson,RESIDENTS,2155.81
867,Davidson,VISITORS,20.62
868,Davidson,RESIDENTS,1705.63
868,Davidson,VISITORS,25.76
869,Davidson,RESIDENTS,1806.21
869,Davidson,VISITORS,12.37
870,Davidson,RESIDENTS,515.63
870,Davidson,VISITORS,12.64
871,Davidson,RESIDENTS,1.09
871,Davidson,VISITORS,0
872,Davidson,RESIDENTS,280.9
872,Davidson,VISITORS,11.09
873,Davidson,RESIDENTS,72.01
873,Davidson,VISITORS,0
874,Davidson,RESIDENTS,1055.91
874,Davidson,VISITORS,103.92
875,Davidson,RESIDENTS,911.51
875,Davidson,VISITORS,46.9
876,Davidson,RESIDENTS,3961.02
876,Davidson,VISITORS,268.33
877,Davidson,RESIDENTS,2460.87
877,Davidson,VISITORS,162.46
878,Davidson,RESIDENTS,154.04
878,Davidson,VISITORS,0.43
879,Davidson,RESIDENTS,792.18
879,Davidson,VISITORS,5.03
880,Davidson,RESIDENTS,844.02
880,Davidson,VISITORS,45.32
881,Davidson,RESIDENTS,38.66
881,Davidson,VISITORS,0
882,Davidson,RESIDENTS,5148.52
882,Davidson,VISITORS,49.81
883,Davidson,RESIDENTS,289.53
883,Davidson,VISITORS,1.98
884,Davidson,RESIDENTS,2009.16
884,Davidson,VISITORS,35.26
885,Davidson,RESIDENTS,1049.2
885,Davidson,VISITORS,9.02
886,Davidson,RESIDENTS,5744.06
886,Davidson,VISITORS,185.34
887,Davidson,RESIDENTS,2820.12
887,Davidson,VISITORS,46.61
888,Davidson,RESIDENTS,83.24
888,Davidson,VISITORS,3.47
889,Davidson,RESIDENTS,570.88
889,Davidson,VISITORS,23.99
890,Davidson,RESIDENTS,2800.25
890,Davidson,VISITORS,84.09
891,Davidson,RESIDENTS,6108.09
891,Davidson,VISITORS,250
892,Davidson,RESIDENTS,3811.64
892,Davidson,VISITORS,56.09
893,Davidson,RESIDENTS,1984.12
893,Davidson,VISITORS,100.87
894,Davidson,RESIDENTS,2329.84
894,Davidson,VISITORS,39.4
895,Davidson,RESIDENTS,2861.56
895,Davidson,VISITORS,31.97
896,Davidson,RESIDENTS,1651.07
896,Davidson,VISITORS,30.67
897,Davidson,RESIDENTS,1142.15
897,Davidson,VISITORS,63.25
898,Davidson,RESIDENTS,2081.02
898,Davidson,VISITORS,74.54
899,Davidson,RESIDENTS,1335.16
899,Davidson,VISITORS,100.72
900,Davidson,RESIDENTS,631.5
900,Davidson,VISITORS,213.85
901,Davidson,RESIDENTS,1475.38
901,Davidson,VISITORS,30.94
902,Davidson,RESIDENTS,1582.95
902,Davidson,VISITORS,63.66
903,Davidson,RESIDENTS,2408.55
903,Davidson,VISITORS,217.92
904,Davidson,RESIDENTS,5001.99
904,Davidson,VISITORS,420.69
905,Davidson,RESIDENTS,974.9
905,Davidson,VISITORS,51.37
906,Davidson,RESIDENTS,2880.09
906,Davidson,VISITORS,211.36
907,Davidson,RESIDENTS,678.69
907,Davidson,VISITORS,8.96
908,Davidson,RESIDENTS,1061.67
908,Davidson,VISITORS,137.49
909,Davidson,RESIDENTS,1342.28
909,Davidson,VISITORS,69.1
910,Davidson,RESIDENTS,542.52
910,Davidson,VISITORS,41.4
911,Davidson,RESIDENTS,742.58
911,Davidson,VISITORS,78.5
912,Davidson,RESIDENTS,1328.5
912,Davidson,VISITORS,43.53
913,Davidson,RESIDENTS,1065.16
913,Davidson,VISITORS,10.53
914,Davidson,RESIDENTS,659.56
914,Davidson,VISITORS,13.47
915,Davidson,RESIDENTS,483.51
915,Davidson,VISITORS,65.56
916,Davidson,RESIDENTS,1481.68
916,Davidson,VISITORS,61.27
917,Davidson,RESIDENTS,533.93
917,Davidson,VISITORS,66.11
918,Davidson,RESIDENTS,213.69
918,Davidson,VISITORS,6.1
919,Davidson,RESIDENTS,1364.12
919,Davidson,VISITORS,75.28
920,Davidson,RESIDENTS,1306.83
920,Davidson,VISITORS,46.67
921,Davidson,RESIDENTS,1337.39
921,Davidson,VISITORS,16.78
922,Davidson,RESIDENTS,1165.36
922,Davidson,VISITORS,50.27
923,Davidson,RESIDENTS,1083.25
923,Davidson,VISITORS,38.52
924,Davidson,RESIDENTS,929.02
924,Davidson,VISITORS,8.14
925,Davidson,RESIDENTS,1322.16
925,Davidson,VISITORS,161.12
926,Davidson,RESIDENTS,3289.01
926,Davidson,VISITORS,144.09
927,Davidson,RESIDENTS,305.9
927,Davidson,VISITORS,7.15
928,Davidson,RESIDENTS,1699.81
928,Davidson,VISITORS,77.87
929,Davidson,RESIDENTS,611
929,Davidson,VISITORS,98.95
930,Davidson,RESIDENTS,451.96
930,Davidson,VISITORS,19.02
931,Davidson,RESIDENTS,633.12
931,Davidson,VISITORS,111.34
932,Davidson,RESIDENTS,385.14
932,Davidson,VISITORS,4.21
933,Davidson,RESIDENTS,1179.24
933,Davidson,VISITORS,50.28
934,Davidson,RESIDENTS,521.13
934,Davidson,VISITORS,1.45
935,Davidson,RESIDENTS,1137.15
935,Davidson,VISITORS,18.05
936,Davidson,RESIDENTS,830.67
936,Davidson,VISITORS,21.34
937,Davidson,RESIDENTS,1179.87
937,Davidson,VISITORS,0
938,Davidson,RESIDENTS,1807.05
938,Davidson,VISITORS,50.71
939,Davidson,RESIDENTS,1868.24
939,Davidson,VISITORS,62.74
940,Davidson,RESIDENTS,424.33
940,Davidson,VISITORS,20.38
941,Davidson,RESIDENTS,1252.81
941,Davidson,VISITORS,6.25
942,Davidson,RESIDENTS,901.4
942,Davidson,VISITORS,24.97
943,Davidson,RESIDENTS,534.08
943,Davidson,VISITORS,26.61
944,Davidson,RESIDENTS,1689.28
944,Davidson,VISITORS,42
945,Davidson,RESIDENTS,5655.06
945,Davidson,VISITORS,208.1
946,Davidson,RESIDENTS,2681.42
946,Davidson,VISITORS,35.74
947,Davidson,RESIDENTS,1609.29
947,Davidson,VISITORS,43.33
948,Davidson,RESIDENTS,1730.09
948,Davidson,VISITORS,27.62
949,Davidson,RESIDENTS,1165.03
949,Davidson,VISITORS,59.95
950,Davidson,RESIDENTS,2973.58
950,Davidson,VISITORS,73.74
951,Davidson,RESIDENTS,3246.82
951,Davidson,VISITORS,80.48
952,Davidson,RESIDENTS,1344.58
952,Davidson,VISITORS,86.26
953,Davidson,RESIDENTS,316.44
953,Davidson,VISITORS,2.2
954,Davidson,RESIDENTS,1103.67
954,Davidson,VISITORS,13.33
955,Davidson,RESIDENTS,5586.81
955,Davidson,VISITORS,81.3
956,Davidson,RESIDENTS,556.48
956,Davidson,VISITORS,3.53
957,Davidson,RESIDENTS,1409.74
957,Davidson,VISITORS,64.29
958,Davidson,RESIDENTS,2566.62
958,Davidson,VISITORS,140.93
959,Davidson,RESIDENTS,445.31
959,Davidson,VISITORS,4.96
960,Davidson,RESIDENTS,1648.68
960,Davidson,VISITORS,55.54
961,Davidson,RESIDENTS,3742.07
961,Davidson,VISITORS,172.07
962,Davidson,RESIDENTS,2676.5
962,Davidson,VISITORS,127.25
963,Davidson,RESIDENTS,2085.78
963,Davidson,VISITORS,91.02
964,Davidson,RESIDENTS,7562.16
964,Davidson,VISITORS,615.33
965,Davidson,RESIDENTS,732.97
965,Davidson,VISITORS,67.64
966,Davidson,RESIDENTS,3668.99
966,Davidson,VISITORS,126.99
967,Davidson,RESIDENTS,6043.1
967,Davidson,VISITORS,726.83
968,Davidson,RESIDENTS,9387.66
968,Davidson,VISITORS,287.41
969,Davidson,RESIDENTS,3068.26
969,Davidson,VISITORS,217.38
970,Davidson,RESIDENTS,920.9
970,Davidson,VISITORS,8.33
971,Davidson,RESIDENTS,20445.03
971,Davidson,VISITORS,2589.29
972,Davidson,RESIDENTS,2257.89
972,Davidson,VISITORS,51.45
973,Davidson,RESIDENTS,2749.34
973,Davidson,VISITORS,121.95
974,Davidson,RESIDENTS,3776.71
974,Davidson,VISITORS,141
975,Davidson,RESIDENTS,985.73
975,Davidson,VISITORS,19.16
976,Davidson,RESIDENTS,707.13
976,Davidson,VISITORS,23.48
977,Davidson,RESIDENTS,2319.66
977,Davidson,VISITORS,82.45
978,Davidson,RESIDENTS,4085.15
978,Davidson,VISITORS,256.39
979,Davidson,RESIDENTS,951.74
979,Davidson,VISITORS,82.8
980,Davidson,RESIDENTS,1096.08
980,Davidson,VISITORS,29.6
981,Davidson,RESIDENTS,4457.53
981,Davidson,VISITORS,222.16
982,Davidson,RESIDENTS,3083.21
982,Davidson,VISITORS,154.7
983,Davidson,RESIDENTS,1920.2
983,Davidson,VISITORS,141.99
984,Davidson,RESIDENTS,528.91
984,Davidson,VISITORS,26.44
985,Davidson,RESIDENTS,789.22
985,Davidson,VISITORS,22.5
986,Davidson,RESIDENTS,949.08
986,Davidson,VISITORS,9.52
987,Davidson,RESIDENTS,732.27
987,Davidson,VISITORS,44.98
988,Davidson,RESIDENTS,729.37
988,Davidson,VISITORS,9.34
989,Davidson,RESIDENTS,408.31
989,Davidson,VISITORS,21.09
990,Davidson,RESIDENTS,492.7
990,Davidson,VISITORS,13.74
991,Davidson,RESIDENTS,304.65
991,Davidson,VISITORS,4.38
992,Davidson,RESIDENTS,1182.75
992,Davidson,VISITORS,18.66
993,Davidson,RESIDENTS,5297.78
993,Davidson,VISITORS,762.15
994,Davidson,RESIDENTS,599.24
994,Davidson,VISITORS,27.25
995,Davidson,RESIDENTS,478.53
995,Davidson,VISITORS,11.4
996,Davidson,RESIDENTS,627.43
996,Davidson,VISITORS,17.7
997,Davidson,RESIDENTS,767.78
997,Davidson,VISITORS,27.85
998,Davidson,RESIDENTS,730.36
998,Davidson,VISITORS,8.22
999,Davidson,RESIDENTS,1429.4
999,Davidson,VISITORS,60.72
1000,Davidson,RESIDENTS,946.03
1000,Davidson,VISITORS,26.61
1001,Davidson,RESIDENTS,2645.74
1001,Davidson,VISITORS,113.78
1002,Davidson,RESIDENTS,3552.24
1002,Davidson,VISITORS,261.43
1003,Davidson,RESIDENTS,300.5
1003,Davidson,VISITORS,3.51
1004,Davidson,RESIDENTS,1070.54
1004,Davidson,VISITORS,52.11
1005,Davidson,RESIDENTS,968.81
1005,Davidson,VISITORS,64.23
1006,Davidson,RESIDENTS,546.52
1006,Davidson,VISITORS,12.35
1007,Davidson,RESIDENTS,1437.57
1007,Davidson,VISITORS,25.74
1008,Davidson,RESIDENTS,798.13
1008,Davidson,VISITORS,51.75
1009,Davidson,RESIDENTS,311.04
1009,Davidson,VISITORS,6.49
1010,Davidson,RESIDENTS,1617.47
1010,Davidson,VISITORS,40.21
1011,Davidson,RESIDENTS,1088.61
1011,Davidson,VISITORS,14.46
1012,Davidson,RESIDENTS,765.1
1012,Davidson,VISITORS,50.9
1013,Davidson,RESIDENTS,2293.49
1013,Davidson,VISITORS,103.88
1014,Davidson,RESIDENTS,125.44
1014,Davidson,VISITORS,0.5
1015,Davidson,RESIDENTS,423.8
1015,Davidson,VISITORS,2.39
1016,Davidson,RESIDENTS,901.66
1016,Davidson,VISITORS,33.47
1017,Davidson,RESIDENTS,342.62
1017,Davidson,VISITORS,14.54
1018,Davidson,RESIDENTS,229.6
1018,Davidson,VISITORS,9.25
1019,Davidson,RESIDENTS,1403.73
1019,Davidson,VISITORS,16.29
1020,Davidson,RESIDENTS,1666.21
1020,Davidson,VISITORS,31.97
1021,Davidson,RESIDENTS,566.04
1021,Davidson,VISITORS,6.63
1022,Davidson,RESIDENTS,706.83
1022,Davidson,VISITORS,15.14
1023,Davidson,RESIDENTS,250.85
1023,Davidson,VISITORS,8.12
1024,Davidson,RESIDENTS,329.7
1024,Davidson,VISITORS,16.33
1025,Davidson,RESIDENTS,1790.1
1025,Davidson,VISITORS,95.85
1026,Davidson,RESIDENTS,1713.92
1026,Davidson,VISITORS,18.61
1027,Davidson,RESIDENTS,1767.11
1027,Davidson,VISITORS,11.9
1028,Davidson,RESIDENTS,1017.33
1028,Davidson,VISITORS,64.59
1029,Davidson,RESIDENTS,990.26
1029,Davidson,VISITORS,35.44
1030,Davidson,RESIDENTS,1719.03
1030,Davidson,VISITORS,14.43
1031,Davidson,RESIDENTS,1756.01
1031,Davidson,VISITORS,58.89
1032,Davidson,RESIDENTS,3593.63
1032,Davidson,VISITORS,69.02
1033,Davidson,RESIDENTS,2131.33
1033,Davidson,VISITORS,58.59
1034,Davidson,RESIDENTS,3616.67
1034,Davidson,VISITORS,47.37
1035,Davidson,RESIDENTS,1059.77
1035,Davidson,VISITORS,24.43
1036,Davidson,RESIDENTS,2112.68
1036,Davidson,VISITORS,38.89
1037,Davidson,RESIDENTS,3378.42
1037,Davidson,VISITORS,228.7
1038,Davidson,RESIDENTS,854.37
1038,Davidson,VISITORS,20.58
1039,Davidson,RESIDENTS,1541.58
1039,Davidson,VISITORS,123.8
1040,Davidson,RESIDENTS,3022.06
1040,Davidson,VISITORS,123.18
1041,Davidson,RESIDENTS,2190.59
1041,Davidson,VISITORS,91.48
1042,Davidson,RESIDENTS,2988.68
1042,Davidson,VISITORS,65.34
1043,Davidson,RESIDENTS,2364.53
1043,Davidson,VISITORS,281.44
1044,Davidson,RESIDENTS,807.3
1044,Davidson,VISITORS,35.65
1045,Davidson,RESIDENTS,909.66
1045,Davidson,VISITORS,11.34
1046,Davidson,RESIDENTS,1202.45
1046,Davidson,VISITORS,78.42
1047,Davidson,RESIDENTS,1467.39
1047,Davidson,VISITORS,13.89
1048,Davidson,RESIDENTS,1609.72
1048,Davidson,VISITORS,7.84
1049,Davidson,RESIDENTS,3754.38
1049,Davidson,VISITORS,76.4
1050,Davidson,RESIDENTS,2480.2
1050,Davidson,VISITORS,98.71
1051,Davidson,RESIDENTS,1116.51
1051,Davidson,VISITORS,6.86
1052,Davidson,RESIDENTS,291.93
1052,Davidson,VISITORS,1.89
1053,Davidson,RESIDENTS,378.56
1053,Davidson,VISITORS,70.21
1054,Davidson,RESIDENTS,47.81
1054,Davidson,VISITORS,0
1055,Davidson,RESIDENTS,512.43
1055,Davidson,VISITORS,9.97
1056,Davidson,RESIDENTS,75.78
1056,Davidson,VISITORS,0
1057,Davidson,RESIDENTS,1140.87
1057,Davidson,VISITORS,27.6
1058,Davidson,RESIDENTS,3093.91
1058,Davidson,VISITORS,25.41
1059,Davidson,RESIDENTS,1765.01
1059,Davidson,VISITORS,13.93
1060,Davidson,RESIDENTS,1458.07
1060,Davidson,VISITORS,25.85
1061,Davidson,RESIDENTS,575.05
1061,Davidson,VISITORS,12.19
1062,Davidson,RESIDENTS,2337.7
1062,Davidson,VISITORS,57.68
1063,Davidson,RESIDENTS,884.38
1063,Davidson,VISITORS,21.51
1064,Davidson,RESIDENTS,462.06
1064,Davidson,VISITORS,22.03
1065,Davidson,RESIDENTS,800.02
1065,Davidson,VISITORS,16.21
1066,Davidson,RESIDENTS,2355.75
1066,Davidson,VISITORS,8.82
1067,Davidson,RESIDENTS,2214.14
1067,Davidson,VISITORS,17.77
1068,Davidson,RESIDENTS,1296.56
1068,Davidson,VISITORS,18.45
1069,Davidson,RESIDENTS,1835.63
1069,Davidson,VISITORS,99.4
1070,Davidson,RESIDENTS,3213.35
1070,Davidson,VISITORS,113.76
1071,Davidson,RESIDENTS,994.48
1071,Davidson,VISITORS,20.21
1072,Davidson,RESIDENTS,1311.22
1072,Davidson,VISITORS,8.55
1073,Davidson,RESIDENTS,394.4
1073,Davidson,VISITORS,10.31
1074,Davidson,RESIDENTS,2440.16
1074,Davidson,VISITORS,125.57
1075,Davidson,RESIDENTS,718.68
1075,Davidson,VISITORS,86.46
1076,Davidson,RESIDENTS,893.58
1076,Davidson,VISITORS,18.12
1077,Davidson,RESIDENTS,615.74
1077,Davidson,VISITORS,10.66
1078,Davidson,RESIDENTS,3035.25
1078,Davidson,VISITORS,89.39
1079,Davidson,RESIDENTS,1952.9
1079,Davidson,VISITORS,66.18
1080,Davidson,RESIDENTS,909.84
1080,Davidson,VISITORS,24.16
1081,Davidson,RESIDENTS,87.84
1081,Davidson,VISITORS,0.57
1082,Davidson,RESIDENTS,760.07
1082,Davidson,VISITORS,6.1
1083,Davidson,RESIDENTS,1004.43
1083,Davidson,VISITORS,8.09
1084,Davidson,RESIDENTS,1046.11
1084,Davidson,VISITORS,33.88
1085,Davidson,RESIDENTS,1278.39
1085,Davidson,VISITORS,30.29
1086,Davidson,RESIDENTS,199.58
1086,Davidson,VISITORS,9.33
1087,Davidson,RESIDENTS,1215.88
1087,Davidson,VISITORS,17.6
1088,Davidson,RESIDENTS,1313.64
1088,Davidson,VISITORS,47.24
1089,Davidson,RESIDENTS,5160.34
1089,Davidson,VISITORS,239.22
1090,Davidson,RESIDENTS,4528.22
1090,Davidson,VISITORS,150.99
1091,Davidson,RESIDENTS,653.51
1091,Davidson,VISITORS,7.47
1092,Davidson,RESIDENTS,1831.1
1092,Davidson,VISITORS,88.85
1093,Davidson,RESIDENTS,966.47
1093,Davidson,VISITORS,18.65
1094,Davidson,RESIDENTS,1320.43
1094,Davidson,VISITORS,0.52
1095,Davidson,RESIDENTS,480.54
1095,Davidson,VISITORS,12.52
1096,Davidson,RESIDENTS,365.73
1096,Davidson,VISITORS,4.25
1097,Davidson,RESIDENTS,1496.68
1097,Davidson,VISITORS,32.54
1098,Davidson,RESIDENTS,1072.27
1098,Davidson,VISITORS,1.31
1099,Davidson,RESIDENTS,1745.57
1099,Davidson,VISITORS,17.82
1100,Davidson,RESIDENTS,906.48
1100,Davidson,VISITORS,53.01
1101,Davidson,RESIDENTS,281.85
1101,Davidson,VISITORS,7.49
1102,Davidson,RESIDENTS,241.27
1102,Davidson,VISITORS,1.66
1103,Davidson,RESIDENTS,2388.75
1103,Davidson,VISITORS,27.93
1104,Davidson,RESIDENTS,946.35
1104,Davidson,VISITORS,17.76
1105,Davidson,RESIDENTS,5514.85
1105,Davidson,VISITORS,111.96
1106,Davidson,RESIDENTS,13118.09
1106,Davidson,VISITORS,321.58
1107,Davidson,RESIDENTS,3944.41
1107,Davidson,VISITORS,69.47
1108,Davidson,RESIDENTS,1068.74
1108,Davidson,VISITORS,35.89
1109,Davidson,RESIDENTS,534.69
1109,Davidson,VISITORS,8.7
1110,Davidson,RESIDENTS,402.89
1110,Davidson,VISITORS,10.66
1111,Davidson,RESIDENTS,983.42
1111,Davidson,VISITORS,38.89
1112,Davidson,RESIDENTS,5528.39
1112,Davidson,VISITORS,213.64
1113,Davidson,RESIDENTS,12737.03
1113,Davidson,VISITORS,531.39
1114,Davidson,RESIDENTS,1867.8
1114,Davidson,VISITORS,35.44
1115,Davidson,RESIDENTS,1102.29
1115,Davidson,VISITORS,26.12
1116,Davidson,RESIDENTS,3861.09
1116,Davidson,VISITORS,151.25
1117,Davidson,RESIDENTS,1063.46
1117,Davidson,VISITORS,1.31
1118,Davidson,RESIDENTS,1241.33
1118,Davidson,VISITORS,24.56
1119,Davidson,RESIDENTS,352.55
1119,Davidson,VISITORS,5
1120,Davidson,RESIDENTS,4249.21
1120,Davidson,VISITORS,319.79
1121,Davidson,RESIDENTS,1413.77
1121,Davidson,VISITORS,14.7
1122,Davidson,RESIDENTS,450.4
1122,Davidson,VISITORS,4.66
1123,Davidson,RESIDENTS,562.42
1123,Davidson,VISITORS,21.21
1124,Davidson,RESIDENTS,672.05
1124,Davidson,VISITORS,7.39
1125,Davidson,RESIDENTS,500.3
1125,Davidson,VISITORS,23.68
1126,Davidson,RESIDENTS,1777.85
1126,Davidson,VISITORS,24.15
1127,Davidson,RESIDENTS,382.7
1127,Davidson,VISITORS,20.81
1128,Davidson,RESIDENTS,3615.89
1128,Davidson,VISITORS,122.47
1129,Davidson,RESIDENTS,995.15
1129,Davidson,VISITORS,12.2
1130,Davidson,RESIDENTS,186.84
1130,Davidson,VISITORS,18.7
1131,Davidson,RESIDENTS,768.1
1131,Davidson,VISITORS,8.35
1132,Davidson,RESIDENTS,56.16
1132,Davidson,VISITORS,1.39
1133,Davidson,RESIDENTS,2900.12
1133,Davidson,VISITORS,122.15
1134,Davidson,RESIDENTS,368.16
1134,Davidson,VISITORS,3.86
1135,Davidson,RESIDENTS,3002.26
1135,Davidson,VISITORS,183.8
1136,Davidson,RESIDENTS,2162.57
