ZONE,COUNTY,RESIDENCY,QUANTITY
1860,Rutherford,VISITORS,568.35
1861,Rutherford,RESIDENTS,1708.07
1861,Rutherford,VISITORS,41.83
1862,Rutherford,RESIDENTS,2014.46
1862,Rutherford,VISITORS,89.4
1863,Rutherford,RESIDENTS,348.02
1863,Rutherford,VISITORS,55.34
1864,Rutherford,RESIDENTS,57.47
1864,Rutherford,VISITORS,7.69
1865,Rutherford,RESIDENTS,2773.63
1865,Rutherford,VISITORS,264.62
1866,Rutherford,RESIDENTS,3779.27
1866,Rutherford,VISITORS,283.52
1867,Rutherford,RESIDENTS,966.11
1867,Rutherford,VISITORS,26.38
1868,Rutherford,RESIDENTS,2159.33
1868,Rutherford,VISITORS,174.24
1869,Rutherford,RESIDENTS,287.57
1869,Rutherford,VISITORS,0.53
1870,Rutherford,RESIDENTS,768.58
1870,Rutherford,VISITORS,29.44
1871,Rutherford,RESIDENTS,124.75
1871,Rutherford,VISITORS,0.39
1872,Rutherford,RESIDENTS,987.35
1872,Rutherford,VISITORS,7.97
1873,Rutherford,RESIDENTS,410.2
1873,Rutherford,VISITORS,6.08
1874,Rutherford,RESIDENTS,2734.04
1874,Rutherford,VISITORS,61.98
1875,Rutherford,RESIDENTS,2009.09
1875,Rutherford,VISITORS,90.91
1876,Rutherford,RESIDENTS,2462.08
1876,Rutherford,VISITORS,11.79
1877,Rutherford,RESIDENTS,1001.73
1877,Rutherford,VISITORS,29.98
1878,Rutherford,RESIDENTS,8998.27
1878,Rutherford,VISITORS,153.17
1879,Rutherford,RESIDENTS,2527.28
1879,Rutherford,VISITORS,19.33
1880,Rutherford,RESIDENTS,2143.72
1880,Rutherford,VISITORS,54.01
1881,Rutherford,RESIDENTS,876.21
1881,Rutherford,VISITORS,9.97
1882,Rutherford,RESIDENTS,2685.78
1882,Rutherford,VISITORS,56.78
1883,Rutherford,RESIDENTS,1584.54
1883,Rutherford,VISITORS,15.05
1884,Rutherford,RESIDENTS,952.06
1884,Rutherford,VISITORS,7.14
1885,Rutherford,RESIDENTS,815.19
1885,Rutherford,VISITORS,13.93
1886,Rutherford,RESIDENTS,1944.54
1886,Rutherford,VISITORS,34.5
1887,Rutherford,RESIDENTS,3746.49
1887,Rutherford,VISITORS,84.29
1888,Rutherford,RESIDENTS,5376.74
1888,Rutherford,VISITORS,171.54
1889,Rutherford,RESIDENTS,415.17
1889,Rutherford,VISITORS,6.66
1890,Rutherford,RESIDENTS,1978.89
1890,Rutherford,VISITORS,109.33
1891,Rutherford,RESIDENTS,13808.95
1891,Rutherford,VISITORS,465.73
1892,Rutherford,RESIDENTS,4322.5
1892,Rutherford,VISITORS,73.24
1893,Rutherford,RESIDENTS,6111.17
1893,Rutherford,VISITORS,83.94
1894,Rutherford,RESIDENTS,3103.27
1894,Rutherford,VISITORS,65.11
1895,Rutherford,RESIDENTS,581.18
1895,Rutherford,VISITORS,17.31
1896,Rutherford,RESIDENTS,1438.87
1896,Rutherford,VISITORS,27.82
1897,Rutherford,RESIDENTS,4318.13
1897,Rutherford,VISITORS,78.28
1898,Rutherford,RESIDENTS,2913.01
1898,Rutherford,VISITORS,68.83
1899,Rutherford,RESIDENTS,848.42
1899,Rutherford,VISITORS,10.34
1900,Rutherford,RESIDENTS,754.64
1900,Rutherford,VISITORS,11.06
1901,Rutherford,RESIDENTS,2188.52
1901,Rutherford,VISITORS,30.93
1902,Rutherford,RESIDENTS,4183.99
1902,Rutherford,VISITORS,60.32
1903,Rutherford,RESIDENTS,4441.62
1903,Rutherford,VISITORS,122.15
1904,Rutherford,RESIDENTS,515.44
1904,Rutherford,VISITORS,24.92
1905,Rutherford,RESIDENTS,4239.62
1905,Rutherford,VISITORS,42.96
1906,Rutherford,RESIDENTS,6056.77
1906,Rutherford,VISITORS,186.32
1907,Rutherford,RESIDENTS,3302.29
1907,Rutherford,VISITORS,27.62
1908,Rutherford,RESIDENTS,725.68
1908,Rutherford,VISITORS,11.06
1909,Rutherford,RESIDENTS,3877.56
1909,Rutherford,VISITORS,392.35
1910,Rutherford,RESIDENTS,6837.07
1910,Rutherford,VISITORS,215.16
1911,Rutherford,RESIDENTS,8375.9
1911,Rutherford,VISITORS,348.62
1912,Rutherford,RESIDENTS,719.23
1912,Rutherford,VISITORS,11.45
1913,Rutherford,RESIDENTS,2596.66
1913,Rutherford,VISITORS,111.65
1914,Rutherford,RESIDENTS,2317.97
1914,Rutherford,VISITORS,23.98
1915,Rutherford,RESIDENTS,2253.79
1915,Rutherford,VISITORS,3.61
1916,Rutherford,RESIDENTS,1281.02
1916,Rutherford,VISITORS,60.96
1917,Rutherford,RESIDENTS,3753.68
1917,Rutherford,VISITORS,88.4
1918,Rutherford,RESIDENTS,3120.32
1918,Rutherford,VISITORS,328.1
1919,Rutherford,RESIDENTS,2396.59
1919,Rutherford,VISITORS,63.24
1920,Rutherford,RESIDENTS,1817.35
1920,Rutherford,VISITORS,57.2
1921,Rutherford,RESIDENTS,4864.37
1921,Rutherford,VISITORS,229.7
1922,Rutherford,RESIDENTS,2281.68
1922,Rutherford,VISITORS,202.11
1923,Rutherford,RESIDENTS,3137.98
1923,Rutherford,VISITORS,70.16
1924,Rutherford,RESIDENTS,2330.24
1924,Rutherford,VISITORS,170.24
1925,Rutherford,RESIDENTS,798.39
1925,Rutherford,VISITORS,5.79
1926,Rutherford,RESIDENTS,1936.38
1926,Rutherford,VISITORS,11.06
1927,Rutherford,RESIDENTS,1993.05
1927,Rutherford,VISITORS,129.6
1928,Rutherford,RESIDENTS,1597.14
1928,Rutherford,VISITORS,28.46
1929,Rutherford,RESIDENTS,499.38
1929,Rutherford,VISITORS,7.61
1930,Rutherford,RESIDENTS,5615.47
1930,Rutherford,VISITORS,530.26
1931,Rutherford,RESIDENTS,76.58
1931,Rutherford,VISITORS,8.77
1932,Rutherford,RESIDENTS,1068.48
1932,Rutherford,VISITORS,40.75
1933,Rutherford,RESIDENTS,1495.02
1933,Rutherford,VISITORS,32.33
1934,Rutherford,RESIDENTS,3491.83
1934,Rutherford,VISITORS,94.95
1935,Rutherford,RESIDENTS,1456.52
1935,Rutherford,VISITORS,153.6
1936,Rutherford,RESIDENTS,181.24
1936,Rutherford,VISITORS,0
1937,Rutherford,RESIDENTS,1200.3
1937,Rutherford,VISITORS,45.66
1938,Rutherford,RESIDENTS,166.04
1938,Rutherford,VISITORS,4.87
1939,Rutherford,RESIDENTS,605.74
1939,Rutherford,VISITORS,3.23
1940,Rutherford,RESIDENTS,1028.01
1940,Rutherford,VISITORS,55.65
1941,Rutherford,RESIDENTS,615.06
1941,Rutherford,VISITORS,18.5
1942,Rutherford,RESIDENTS,1685.38
1942,Rutherford,VISITORS,34.9
1943,Rutherford,RESIDENTS,235.23
1943,Rutherford,VISITORS,3.88
1944,Rutherford,RESIDENTS,2923.06
1944,Rutherford,VISITORS,51.2
1945,Rutherford,RESIDENTS,1375.87
1945,Rutherford,VISITORS,84.98
1946,Rutherford,RESIDENTS,2735.43
1946,Rutherford,VISITORS,200.66
1947,Rutherford,RESIDENTS,1352.59
1947,Rutherford,VISITORS,102.66
1948,Rutherford,RESIDENTS,2775.33
1948,Rutherford,VISITORS,209.42
1949,Rutherford,RESIDENTS,10665.34
1949,Rutherford,VISITORS,1177.55
1950,Rutherford,RESIDENTS,481.24
1950,Rutherford,VISITORS,96.34
1951,Rutherford,RESIDENTS,641.36
1951,Rutherford,VISITORS,12.67
1952,Rutherford,RESIDENTS,2000.72
1952,Rutherford,VISITORS,169.89
1953,Rutherford,RESIDENTS,1323.29
1953,Rutherford,VISITORS,47.69
1954,Rutherford,RESIDENTS,340.32
1954,Rutherford,VISITORS,43.5
1955,Rutherford,RESIDENTS,3397.76
1955,Rutherford,VISITORS,441.48
1956,Rutherford,RESIDENTS,1395.49
1956,Rutherford,VISITORS,285.55
1957,Rutherford,RESIDENTS,3672.96
1957,Rutherford,VISITORS,129.09
1958,Rutherford,RESIDENTS,8556.09
1958,Rutherford,VISITORS,242.78
1959,Rutherford,RESIDENTS,5841.41
1959,Rutherford,VISITORS,608.48
1960,Rutherford,RESIDENTS,4965.61
1960,Rutherford,VISITORS,557.81
1961,Rutherford,RESIDENTS,1971.58
1961,Rutherford,VISITORS,231.81
1962,Rutherford,RESIDENTS,3502.36
1962,Rutherford,VISITORS,270.97
1963,Rutherford,RESIDENTS,2422.07
1963,Rutherford,VISITORS,151.93
1964,Rutherford,RESIDENTS,2542.09
1964,Rutherford,VISITORS,112.67
1965,Rutherford,RESIDENTS,1576.54
1965,Rutherford,VISITORS,45.11
1966,Rutherford,RESIDENTS,6415.71
1966,Rutherford,VISITORS,198.93
1967,Rutherford,RESIDENTS,2816.11
1967,Rutherford,VISITORS,144.81
1968,Rutherford,RESIDENTS,1434.65
1968,Rutherford,VISITORS,20.69
1969,Rutherford,RESIDENTS,3593.6
1969,Rutherford,VISITORS,242.91
1970,Rutherford,RESIDENTS,335.92
1970,Rutherford,VISITORS,5.27
1971,Rutherford,RESIDENTS,1511.1
1971,Rutherford,VISITORS,23.56
1972,Rutherford,RESIDENTS,831.07
1972,Rutherford,VISITORS,28.89
1973,Rutherford,RESIDENTS,680.78
1973,Rutherford,VISITORS,12.24
1974,Rutherford,RESIDENTS,4744.81
1974,Rutherford,VISITORS,89.79
1975,Rutherford,RESIDENTS,2358.06
1975,Rutherford,VISITORS,79.79
1976,Rutherford,RESIDENTS,2770.01
1976,Rutherford,VISITORS,40.82
1977,Rutherford,RESIDENTS,2316.16
1977,Rutherford,VISITORS,42.91
1978,Rutherford,RESIDENTS,1236.24
1978,Rutherford,VISITORS,7.27
1979,Rutherford,RESIDENTS,2318.99
1979,Rutherford,VISITORS,31.03
1980,Rutherford,RESIDENTS,229.86
1980,Rutherford,VISITORS,2.82
1981,Rutherford,RESIDENTS,1338.71
1981,Rutherford,VISITORS,29.45
1982,Rutherford,RESIDENTS,1633.26
1982,Rutherford,VISITORS,59.11
1983,Rutherford,RESIDENTS,1967.07
1983,Rutherford,VISITORS,41.39
1984,Rutherford,RESIDENTS,659.81
1984,Rutherford,VISITORS,12.27
1985,Rutherford,RESIDENTS,749.05
1985,Rutherford,VISITORS,76.93
1986,Rutherford,RESIDENTS,3670.88
1986,Rutherford,VISITORS,53.23
1987,Rutherford,RESIDENTS,4395.83
1987,Rutherford,VISITORS,202.06
1988,Rutherford,RESIDENTS,802.3
1988,Rutherford,VISITORS,42.72
1989,Rutherford,RESIDENTS,2159.51
1989,Rutherford,VISITORS,54.47
1990,Rutherford,RESIDENTS,4891.4
1990,Rutherford,VISITORS,542.62
1991,Rutherford,RESIDENTS,5154.54
1991,Rutherford,VISITORS,28.2
1992,Rutherford,RESIDENTS,45.34
1992,Rutherford,VISITORS,0
1993,Rutherford,RESIDENTS,520.43
1993,Rutherford,VISITORS,3.8
1994,Rutherford,RESIDENTS,7372.17
1994,Rutherford,VISITORS,82.47
1995,Rutherford,RESIDENTS,7081.29
1995,Rutherford,VISITORS,72.39
1996,Rutherford,RESIDENTS,2668.01
1996,Rutherford,VISITORS,178.31
1997,Rutherford,RESIDENTS,2261.88
1997,Rutherford,VISITORS,60.36
1998,Rutherford,RESIDENTS,4618.16
1998,Rutherford,VISITORS,195.94
1999,Rutherford,RESIDENTS,2175.56
1999,Rutherford,VISITORS,138.62
2000,Rutherford,RESIDENTS,4423.62
2000,Rutherford,VISITORS,41.89
2001,Rutherford,RESIDENTS,395.92
2001,Rutherford,VISITORS,14.05
2002,Rutherford,RESIDENTS,11.98
2002,Rutherford,VISITORS,0
2003,Rutherford,RESIDENTS,5.75
2003,Rutherford,VISITORS,0
2004,Rutherford,RESIDENTS,1545.37
2004,Rutherford,VISITORS,16.07
2005,Rutherford,RESIDENTS,2298.3
2005,Rutherford,VISITORS,17.44
2006,Rutherford,RESIDENTS,723.21
2006,Rutherford,VISITORS,7.75
2007,Rutherford,RESIDENTS,58.57
2007,Rutherford,VISITORS,5.4
2008,Rutherford,RESIDENTS,1122.5
2008,Rutherford,VISITORS,13
2009,Rutherford,RESIDENTS,11361.65
2009,Rutherford,VISITORS,215
2010,Rutherford,RESIDENTS,1992.27
2010,Rutherford,VISITORS,26.59
2011,Rutherford,RESIDENTS,1324.46
2011,Rutherford,VISITORS,4.01
2012,Rutherford,RESIDENTS,1362.28
2012,Rutherford,VISITORS,55.77
2013,Rutherford,RESIDENTS,16234.47
2013,Rutherford,VISITORS,1009.91
2014,Rutherford,RESIDENTS,541.87
2014,Rutherford,VISITORS,64.51
2015,Rutherford,RESIDENTS,563.86
2015,Rutherford,VISITORS,19.19
2016,Sumner,RESIDENTS,371.09
2016,Sumner,VISITORS,9.17
2017,Sumner,RESIDENTS,491.52
2017,Sumner,VISITORS,25.68
2018,Sumner,RESIDENTS,572.79
2018,Sumner,VISITORS,57.95
2019,Sumner,RESIDENTS,73.25
2019,Sumner,VISITORS,2.83
2020,Sumner,RESIDENTS,614.14
2020,Sumner,VISITORS,109.11
2021,Sumner,RESIDENTS,447.27
2021,Sumner,VISITORS,204.9
2022,Sumner,RESIDENTS,876.45
2022,Sumner,VISITORS,192.43
2023,Sumner,RESIDENTS,135.62
2023,Sumner,VISITORS,24.43
2024,Sumner,RESIDENTS,263.74
2024,Sumner,VISITORS,128.72
2025,Sumner,RESIDENTS,483.97
2025,Sumner,VISITORS,189.71
2026,Sumner,RESIDENTS,700.1
2026,Sumner,VISITORS,89.81
2027,Sumner,RESIDENTS,980.82
2027,Sumner,VISITORS,147.37
2028,Sumner,RESIDENTS,324.87
2028,Sumner,VISITORS,101.06
2029,Sumner,RESIDENTS,1355.74
2029,Sumner,VISITORS,131.76
2030,Sumner,RESIDENTS,372.34
2030,Sumner,VISITORS,166.93
2031,Sumner,RESIDENTS,500.33
2031,Sumner,VISITORS,53.87
2032,Sumner,RESIDENTS,472.12
2032,Sumner,VISITORS,50.28
2033,Sumner,RESIDENTS,55.16
2033,Sumner,VISITORS,0
2034,Sumner,RESIDENTS,170.73
2034,Sumner,VISITORS,48.65
2035,Sumner,RESIDENTS,162.1
2035,Sumner,VISITORS,33.98
2036,Sumner,RESIDENTS,279.74
2036,Sumner,VISITORS,12.66
2037,Sumner,RESIDENTS,633.18
2037,Sumner,VISITORS,114.47
2038,Sumner,RESIDENTS,1110.25
2038,Sumner,VISITORS,30.46
2039,Sumner,RESIDENTS,221.26
2039,Sumner,VISITORS,25.45
2040,Sumner,RESIDENTS,333.21
2040,Sumner,VISITORS,17.88
2041,Sumner,RESIDENTS,361.91
2041,Sumner,VISITORS,20.39
2042,Sumner,RESIDENTS,163.23
2042,Sumner,VISITORS,4.83
2043,Sumner,RESIDENTS,450.47
2043,Sumner,VISITORS,13.6
2044,Sumner,RESIDENTS,277.98
2044,Sumner,VISITORS,27.23
2045,Sumner,RESIDENTS,2458
2045,Sumner,VISITORS,334.94
2046,Sumner,RESIDENTS,647.4
2046,Sumner,VISITORS,27.32
2047,Sumner,RESIDENTS,465.94
2047,Sumner,VISITORS,46.52
2048,Sumner,RESIDENTS,1008.09
2048,Sumner,VISITORS,112.59
2049,Sumner,RESIDENTS,865.54
2049,Sumner,VISITORS,12.32
2050,Sumner,RESIDENTS,269.19
2050,Sumner,VISITORS,59.79
2051,Sumner,RESIDENTS,1211.81
2051,Sumner,VISITORS,12.18
2052,Sumner,RESIDENTS,563.26
2052,Sumner,VISITORS,35.47
2053,Sumner,RESIDENTS,771.41
2053,Sumner,VISITORS,38.72
2054,Sumner,RESIDENTS,193.38
2054,Sumner,VISITORS,2.3
2055,Sumner,RESIDENTS,1155.25
2055,Sumner,VISITORS,9.28
2056,Sumner,RESIDENTS,1486.17
2056,Sumner,VISITORS,2.42
2057,Sumner,RESIDENTS,517.87
2057,Sumner,VISITORS,28.19
2058,Sumner,RESIDENTS,778.13
2058,Sumner,VISITORS,64.75
2059,Sumner,RESIDENTS,983.97
2059,Sumner,VISITORS,30.9
2060,Sumner,RESIDENTS,62.32
2060,Sumner,VISITORS,1.39
2061,Sumner,RESIDENTS,17.76
2061,Sumner,VISITORS,2.94
2062,Sumner,RESIDENTS,562.55
2062,Sumner,VISITORS,31.11
2063,Sumner,RESIDENTS,116.86
2063,Sumner,VISITORS,2.14
2064,Sumner,RESIDENTS,273.06
2064,Sumner,VISITORS,14.15
2065,Sumner,RESIDENTS,375.66
2065,Sumner,VISITORS,5.52
2066,Sumner,RESIDENTS,115.56
2066,Sumner,VISITORS,4.49
2067,Sumner,RESIDENTS,174.2
2067,Sumner,VISITORS,44.72
2068,Sumner,RESIDENTS,112.94
2068,Sumner,VISITORS,26.09
2069,Sumner,RESIDENTS,277.91
2069,Sumner,VISITORS,16.35
2070,Sumner,RESIDENTS,1081.05
2070,Sumner,VISITORS,20.08
2071,Sumner,RESIDENTS,657.09
2071,Sumner,VISITORS,29.02
2072,Sumner,RESIDENTS,3737.19
2072,Sumner,VISITORS,598.28
2073,Sumner,RESIDENTS,1343.83
2073,Sumner,VISITORS,89.5
2074,Sumner,RESIDENTS,1456.44
2074,Sumner,VISITORS,90.82
2075,Sumner,RESIDENTS,3249.56
2075,Sumner,VISITORS,147.67
2076,Sumner,RESIDENTS,1822.42
2076,Sumner,VISITORS,72.95
2077,Sumner,RESIDENTS,680.27
2077,Sumner,VISITORS,66.4
2078,Sumner,RESIDENTS,932.71
2078,Sumner,VISITORS,38.17
2079,Sumner,RESIDENTS,871.51
2079,Sumner,VISITORS,51.19
2080,Sumner,RESIDENTS,822.61
2080,Sumner,VISITORS,39.92
2081,Sumner,RESIDENTS,303.03
2081,Sumner,VISITORS,10.84
2082,Sumner,RESIDENTS,915.11
2082,Sumner,VISITORS,30.03
2083,Sumner,RESIDENTS,1237.36
2083,Sumner,VISITORS,46.77
2084,Sumner,RESIDENTS,1269.27
2084,Sumner,VISITORS,26.4
2085,Sumner,RESIDENTS,816.93
2085,Sumner,VISITORS,15.91
2086,Sumner,RESIDENTS,181.31
2086,Sumner,VISITORS,21.7
2087,Sumner,RESIDENTS,729.34
2087,Sumner,VISITORS,19.39
2088,Sumner,RESIDENTS,783.7
2088,Sumner,VISITORS,17.69
2089,Sumner,RESIDENTS,1418.03
2089,Sumner,VISITORS,15.32
2090,Sumner,RESIDENTS,480.07
2090,Sumner,VISITORS,3.95
2091,Sumner,RESIDENTS,554.19
2091,Sumner,VISITORS,13.63
2092,Sumner,RESIDENTS,830.57
2092,Sumner,VISITORS,4.32
2093,Sumner,RESIDENTS,1493.26
2093,Sumner,VISITORS,23.21
2094,Sumner,RESIDENTS,1714.68
2094,Sumner,VISITORS,16.72
2095,Sumner,RESIDENTS,419.62
2095,Sumner,VISITORS,0
2096,Sumner,RESIDENTS,2132.57
2096,Sumner,VISITORS,3.99
2097,Sumner,RESIDENTS,1024.77
2097,Sumner,VISITORS,8.68
2098,Sumner,RESIDENTS,1005.75
2098,Sumner,VISITORS,2.24
2099,Sumner,RESIDENTS,2209.7
2099,Sumner,VISITORS,12.86
2100,Sumner,RESIDENTS,1965.4
2100,Sumner,VISITORS,6.45
2101,Sumner,RESIDENTS,3325.02
2101,Sumner,VISITORS,49.45
2102,Sumner,RESIDENTS,436.67
2102,Sumner,VISITORS,1.21
2103,Sumner,RESIDENTS,1967.22
2103,Sumner,VISITORS,62.79
2104,Sumner,RESIDENTS,4003.82
2104,Sumner,VISITORS,350.71
2105,Sumner,RESIDENTS,1394.11
2105,Sumner,VISITORS,45.44
2106,Sumner,RESIDENTS,3530.43
2106,Sumner,VISITORS,47.1
2107,Sumner,RESIDENTS,105.11
2107,Sumner,VISITORS,10.3
2108,Sumner,RESIDENTS,1944.68
2108,Sumner,VISITORS,83.01
2109,Sumner,RESIDENTS,634.23
2109,Sumner,VISITORS,34.31
2110,Sumner,RESIDENTS,1630.12
2110,Sumner,VISITORS,53.97
2111,Sumner,RESIDENTS,3405.98
2111,Sumner,VISITORS,101.44
2112,Sumner,RESIDENTS,1044.09
2112,Sumner,VISITORS,16.54
2113,Sumner,RESIDENTS,325.67
2113,Sumner,VISITORS,1.54
2114,Sumner,RESIDENTS,2992.94
2114,Sumner,VISITORS,57.69
2115,Sumner,RESIDENTS,410.81
2115,Sumner,VISITORS,3.57
2116,Sumner,RESIDENTS,834.43
2116,Sumner,VISITORS,22.96
2117,Sumner,RESIDENTS,1068.16
2117,Sumner,VISITORS,8.07
2118,Sumner,RESIDENTS,1091.26
2118,Sumner,VISITORS,12.21
2119,Sumner,RESIDENTS,921.31
2119,Sumner,VISITORS,7.82
2120,Sumner,RESIDENTS,2179.31
2120,Sumner,VISITORS,26.19
2121,Sumner,RESIDENTS,281.12
2121,Sumner,VISITORS,0.73
2122,Sumner,RESIDENTS,603.77
2122,Sumner,VISITORS,42.03
2123,Sumner,RESIDENTS,382.5
2123,Sumner,VISITORS,11.16
2124,Sumner,RESIDENTS,92.59
2124,Sumner,VISITORS,26.83
2125,Sumner,RESIDENTS,436.66
2125,Sumner,VISITORS,31.14
2126,Sumner,RESIDENTS,272.03
2126,Sumner,VISITORS,1.31
2127,Sumner,RESIDENTS,562.89
2127,Sumner,VISITORS,24.7
2128,Sumner,RESIDENTS,337.47
2128,Sumner,VISITORS,25.27
2129,Sumner,RESIDENTS,223.3
2129,Sumner,VISITORS,39.81
2130,Sumner,RESIDENTS,849.32
2130,Sumner,VISITORS,52.1
2131,Sumner,RESIDENTS,701.89
2131,Sumner,VISITORS,11.32
2132,Sumner,RESIDENTS,2615.5
2132,Sumner,VISITORS,159.65
2133,Sumner,RESIDENTS,1643.04
2133,Sumner,VISITORS,40.74
2134,Sumner,RESIDENTS,2121.33
2134,Sumner,VISITORS,104.74
2135,Sumner,RESIDENTS,1431.31
2135,Sumner,VISITORS,45.82
2136,Sumner,RESIDENTS,637.06
2136,Sumner,VISITORS,5.49
2137,Sumner,RESIDENTS,1243.15
2137,Sumner,VISITORS,47.94
2138,Sumner,RESIDENTS,3789.53
2138,Sumner,VISITORS,460.38
2139,Sumner,RESIDENTS,1629.66
2139,Sumner,VISITORS,4.63
2140,Sumner,RESIDENTS,878.48
2140,Sumner,VISITORS,51.25
2141,Sumner,RESIDENTS,1497.37
2141,Sumner,VISITORS,69.94
2142,Sumner,RESIDENTS,2596.63
2142,Sumner,VISITORS,101.94
2143,Sumner,RESIDENTS,1897.07
2143,Sumner,VISITORS,94.55
2144,Sumner,RESIDENTS,1635.77
2144,Sumner,VISITORS,46.92
2145,Sumner,RESIDENTS,1980.31
2145,Sumner,VISITORS,93.67
2146,Sumner,RESIDENTS,3044.46
2146,Sumner,VISITORS,117.97
2147,Sumner,RESIDENTS,2436.98
2147,Sumner,VISITORS,22.7
2148,Sumner,RESIDENTS,2609.67
2148,Sumner,VISITORS,56.72
2149,Sumner,RESIDENTS,1044.26
2149,Sumner,VISITORS,22.15
2150,Sumner,RESIDENTS,906.4
2150,Sumner,VISITORS,8.86
2151,Sumner,RESIDENTS,995.66
2151,Sumner,VISITORS,14.61
2152,Sumner,RESIDENTS,533.83
2152,Sumner,VISITORS,3.76
2153,Sumner,RESIDENTS,1013.87
2153,Sumner,VISITORS,18.34
2154,Sumner,RESIDENTS,1435.86
2154,Sumner,VISITORS,63.13
2155,Sumner,RESIDENTS,2630.86
2155,Sumner,VISITORS,54.86
2156,Sumner,RESIDENTS,1993.94
2156,Sumner,VISITORS,194.63
2157,Sumner,RESIDENTS,1275.78
2157,Sumner,VISITORS,9.16
2158,Sumner,RESIDENTS,476.58
2158,Sumner,VISITORS,12.64
2159,Sumner,RESIDENTS,1627.19
2159,Sumner,VISITORS,28.71
2160,Sumner,RESIDENTS,1355.78
2160,Sumner,VISITORS,26.91
2161,Sumner,RESIDENTS,1960.97
2161,Sumner,VISITORS,16.52
2162,Sumner,RESIDENTS,283.19
2162,Sumner,VISITORS,0
2163,Sumner,RESIDENTS,749.06
2163,Sumner,VISITORS,47.9
2164,Sumner,RESIDENTS,2351.31
2164,Sumner,VISITORS,119.53
2165,Sumner,RESIDENTS,440.86
2165,Sumner,VISITORS,46.22
2166,Sumner,RESIDENTS,1744.46
2166,Sumner,VISITORS,27.82
2167,Sumner,RESIDENTS,2577.26
2167,Sumner,VISITORS,45.93
2168,Sumner,RESIDENTS,1861.24
2168,Sumner,VISITORS,63.66
2169,Sumner,RESIDENTS,4446.15
2169,Sumner,VISITORS,206.6
2170,Sumner,RESIDENTS,912.44
2170,Sumner,VISITORS,17.87
2171,Sumner,RESIDENTS,7189.87
2171,Sumner,VISITORS,193.4
2172,Sumner,RESIDENTS,938.15
2172,Sumner,VISITORS,26.6
2173,Sumner,RESIDENTS,2088.34
2173,Sumner,VISITORS,76.54
2174,Sumner,RESIDENTS,1016.1
2174,Sumner,VISITORS,7.2
2175,Sumner,RESIDENTS,831.94
2175,Sumner,VISITORS,98.1
2176,Sumner,RESIDENTS,2961.67
2176,Sumner,VISITORS,120.03
2177,Sumner,RESIDENTS,4235.69
2177,Sumner,VISITORS,330.41
2178,Sumner,RESIDENTS,2938.54
2178,Sumner,VISITORS,121.62
2179,Sumner,RESIDENTS,8893.36
2179,Sumner,VISITORS,325.45
2180,Sumner,RESIDENTS,292.65
2180,Sumner,VISITORS,20.94
2181,Sumner,RESIDENTS,864.16
2181,Sumner,VISITORS,10.73
2182,Sumner,RESIDENTS,2601.26
2182,Sumner,VISITORS,76.19
2183,Sumner,RESIDENTS,1910.56
2183,Sumner,VISITORS,45.34
2184,Sumner,RESIDENTS,1466.07
2184,Sumner,VISITORS,15.36
2185,Sumner,RESIDENTS,960.97
2185,Sumner,VISITORS,22.76
2186,Sumner,RESIDENTS,285.49
2186,Sumner,VISITORS,1.03
2187,Sumner,RESIDENTS,557.19
2187,Sumner,VISITORS,5.97
2188,Sumner,RESIDENTS,1221.7
2188,Sumner,VISITORS,3.89
2189,Sumner,RESIDENTS,798.69
2189,Sumner,VISITORS,28.87
2190,Sumner,RESIDENTS,2546.55
2190,Sumner,VISITORS,10.46
2191,Sumner,RESIDENTS,964.79
2191,Sumner,VISITORS,4.97
2192,Sumner,RESIDENTS,701.72
2192,Sumner,VISITORS,14.72
2193,Sumner,RESIDENTS,393.83
2193,Sumner,VISITORS,12.89
2194,Sumner,RESIDENTS,1362.06
2194,Sumner,VISITORS,7.76
2195,Sumner,RESIDENTS,7736.97
2195,Sumner,VISITORS,161.01
2196,Sumner,RESIDENTS,1088.54
2196,Sumner,VISITORS,14.08
2197,Sumner,RESIDENTS,931.7
2197,Sumner,VISITORS,38.4
2198,Sumner,RESIDENTS,470.8
2198,Sumner,VISITORS,45.39
2199,Sumner,RESIDENTS,1569.79
2199,Sumner,VISITORS,22.26
2200,Sumner,RESIDENTS,2780.83
2200,Sumner,VISITORS,21.31
2201,Sumner,RESIDENTS,1550.94
2201,Sumner,VISITORS,29.09
2202,Sumner,RESIDENTS,1208.05
2202,Sumner,VISITORS,23.95
2203,Sumner,RESIDENTS,837.81
2203,Sumner,VISITORS,3.79
2204,Sumner,RESIDENTS,963.12
2204,Sumner,VISITORS,8.46
2205,Sumner,RESIDENTS,2898.99
2205,Sumner,VISITORS,39.04
2206,Sumner,RESIDENTS,1190.36
2206,Sumner,VISITORS,10.55
2207,Sumner,RESIDENTS,484.36
2207,Sumner,VISITORS,1.73
2208,Sumner,RESIDENTS,231.24
2208,Sumner,VISITORS,10.11
2209,Sumner,RESIDENTS,3121.43
2209,Sumner,VISITORS,67.28
2210,Sumner,RESIDENTS,1087.36
2210,Sumner,VISITORS,19.82
2211,Sumner,RESIDENTS,480.72
2211,Sumner,VISITORS,9.91
2212,Sumner,RESIDENTS,651.5
2212,Sumner,VISITORS,4.46
2213,Sumner,RESIDENTS,1610.75
2213,Sumner,VISITORS,2.94
2214,Sumner,RESIDENTS,455.45
2214,Sumner,VISITORS,6.65
