ZONE,MODE,TRIPS
2166,AUTO,428.98666
2171,AUTO,504.04028
2172,AUTO,178.83444
2177,AUTO,6127.53201
2178,AUTO,1317.61334
2181,AUTO,454.42277
2182,AUTO,105.40148
2183,AUTO,904.77553
2184,AUTO,854.95455
2185,AUTO,28688.53823
2185,TRANSIT,51.51793
2185,WALK,21135.17787
2187,AUTO,13316.42251
2187,BIKE,5686.77534
2187,SHUTTLE_VANPOOL,53.33664
2188,AUTO,3377.23349
2189,AUTO,624.23723
2190,AUTO,7790.50006
2190,OTHER,585.45579
2190,SCHOOL_BUS,3585.63888
2190,TRANSIT,66.80778
2190,WALK,253.51434
2191,AUTO,11822.66583
2191,WALK,627.2367
2197,AUTO,10488.655
2197,WALK,542.97163
2198,AUTO,6924.29421
2198,TNC,2125.89874
2198,WALK,16.6136
2199,AUTO,1566.41967
2199,WALK,207.7487
2200,AUTO,6837.84648
2200,WALK,196.54602
2203,AUTO,6453.20621
2206,AUTO,10698.61664
2206,OTHER,94.87268
2211,AUTO,7074.56348
2211,WALK,1947.61622
2212,AUTO,12186.92055
2212,SCHOOL_BUS,608.42422
2212,WALK,1227.28278
2213,AUTO,2579.45736
2216,AUTO,14618.16528
2217,AUTO,1118.47087
2218,AUTO,2597.17066
2219,AUTO,9043.15646
2219,WALK,49.79235
2220,AUTO,4665.28596
2220,WALK,196.54602
2221,AUTO,267.71163
2222,AUTO,2481.5469
2222,SCHOOL_BUS,155.49498
2222,WALK,103.66332
2223,AUTO,22.06827
2228,WALK,55.1815
2229,AUTO,6175.33398
2230,AUTO,1033.70308
2231,AUTO,2533.28005
2231,WALK,165.5445
2232,AUTO,11568.68893
2233,AUTO,225.50268
2234,AUTO,1826.506
2234,WALK,628.02828
2235,AUTO,10026.59486
2237,AUTO,1056.07395
2238,AUTO,115.50955
2239,AUTO,7102.78167
2240,AUTO,10885.79967
2240,SCHOOL_BUS,81.23329
2240,WALK,1280.46431
2241,AUTO,9598.76177
2242,AUTO,7803.04008
2242,BIKE,1433.85946
2242,OTHER,169.24916
2242,WALK,204.32304
2243,AUTO,210.40344
2244,AUTO,9027.49113
2244,SCHOOL_BUS,238.10757
2244,TNC,3004.65338
2244,WALK,2498.02942
2245,AUTO,177.48661
2246,AUTO,1263.9351
2246,SCHOOL_BUS,165.22518
2246,WALK,533.74078
2247,AUTO,5417.77727
2248,AUTO,3441.33152
2248,WALK,410.29528
2249,AUTO,575.34876
2249,WALK,99.5847
2250,AUTO,139.13264
2251,BIKE,182.37893
2252,AUTO,55.5122
2254,AUTO,280.56685
2255,AUTO,8563.93804
2256,AUTO,14628.32396
2258,AUTO,186.23801
2261,AUTO,216.44642
2262,AUTO,175.89091
2263,AUTO,500.76077
2263,WALK,152.6221
2265,AUTO,28.32161
2266,AUTO,232.17466
2266,OTHER,376.28988
2266,WALK,376.28988
2270,AUTO,292.27138
2271,AUTO,2605.1216
2272,AUTO,1971.92764
2273,AUTO,2677.32309
2274,AUTO,454.50195
2275,AUTO,678.46472
2276,AUTO,508.21209
2277,AUTO,411.21276
2277,OTHER,722.6483
2277,WALK,649.97084
2278,AUTO,770.43277
2279,AUTO,1904.87852
2279,BIKE,103.87435
2279,WALK,230.9505
2280,AUTO,5946.68146
2281,AUTO,1139.86985
2283,AUTO,98.28257
2284,AUTO,260.33811
2285,AUTO,237.1909
2286,AUTO,1789.64669
2286,SCHOOL_BUS,19.73664
2286,WALK,104.38977
2287,AUTO,10402.27945
2287,SCHOOL_BUS,84.00693
2288,AUTO,262.53598
2288,SCHOOL_BUS,84.00693
2288,WALK,3062.69453
2289,AUTO,2830.40449
2289,OTHER,1583.3151
2289,WALK,2115.73458
2290,AUTO,18.29782
2291,AUTO,41248.73276
2291,WALK,3671.6365
2293,AUTO,84.12826
2296,AUTO,427.40815
2297,AUTO,16367.80805
2298,AUTO,3685.46257
2298,WALK,79.30223
2299,AUTO,1474.36223
2300,AUTO,5483.46524
2300,WALK,98.41532
2301,AUTO,723.80795
2302,AUTO,1338.34752
2302,BIKE,1.27581
2303,AUTO,1969.33444
2303,WALK,212.97876
2304,AUTO,8779.74051
2304,BIKE,1.27581
2305,AUTO,15280.83424
2305,WALK,5758.93822
2306,AUTO,1950.86092
2306,SCHOOL_BUS,82.45089
2307,AUTO,206.5523
2309,AUTO,6.09454
2309,WALK,3051.17962
2313,AUTO,1025.43854
2317,AUTO,407.51137
2318,AUTO,161.90966
2321,AUTO,4951.17888
2322,AUTO,2573.92218
2323,AUTO,7930.78981
2324,AUTO,21966.95098
2324,BIKE,103.87435
2324,SCHOOL_BUS,1938.24998
2324,WALK,710.81531
2325,AUTO,752.41463
2326,AUTO,7469.46721
2327,AUTO,6.09454
2329,AUTO,4630.40457
2329,WALK,115.47525
2331,AUTO,11537.3345
2332,AUTO,512.0291
2333,AUTO,7615.19573
2334,AUTO,234.31491
2338,AUTO,6312.14416
2339,AUTO,642.32883
2340,AUTO,236.21408
2341,AUTO,3601.48429
2342,AUTO,1860.44266
2342,SCHOOL_BUS,247.58827
2342,WALK,294.81903
2343,AUTO,14834.11761
2343,WALK,154.10205
2344,AUTO,1101.0549
2344,WALK,6.09454
2345,AUTO,2077.98631
2345,SCHOOL_BUS,249.31442
2345,WALK,798.23215
2346,AUTO,6506.84733
2347,AUTO,738.77657
2348,AUTO,1372.45611
2348,WALK,7.4468
2349,AUTO,17553.1488
2349,WALK,943.4809
2350,AUTO,7886.83178
2350,WALK,640.06177
2358,AUTO,5060.21452
2359,AUTO,107.05671
2361,AUTO,4177.17682
2365,AUTO,557.15984
2372,AUTO,3557.67593
2372,SCHOOL_BUS,19.73664
2372,WALK,763.85966
2373,AUTO,1320.72796
2374,AUTO,131.47471
2378,AUTO,763.6821
2381,AUTO,1523.05728
2381,WALK,406.05218
2382,AUTO,1140.26351
2384,AUTO,39.52764
2385,AUTO,1006.11354
2390,AUTO,1792.22511
2394,AUTO,236.07382
2395,AUTO,2281.38016
2395,WALK,6844.14048
2396,AUTO,80.15296
2397,AUTO,3445.11693
2397,WALK,988.13809
2398,AUTO,5938.86258
2400,AUTO,1297.2408
2402,AUTO,23.89599
2402,TRANSIT,988.13809
2402,WALK,1976.27618
2403,AUTO,13207.58212
2403,TRANSIT,988.13809
2404,AUTO,165.46376
2406,AUTO,8316.85428
2407,AUTO,352.60765
2408,AUTO,3031.29986
2412,AUTO,1752.69858
2416,AUTO,3247.47978
2419,AUTO,11046.01806
2419,OTHER,11.14146
2420,AUTO,5138.67127
2421,AUTO,2443.17218
2422,AUTO,9212.57258
2422,WALK,612.71762
2423,AUTO,8930.68973
2424,AUTO,8104.19272
2424,WALK,508.27202
2425,AUTO,2120.65087
2425,WALK,196.55514
2427,AUTO,1591.8033
2428,AUTO,470.45122
2429,AUTO,1249.66042
2430,AUTO,1976.27622
2430,WALK,81.59851
2431,AUTO,8927.81859
2432,AUTO,4668.31305
2433,AUTO,3075.91083
2433,TRANSIT,988.13809
2434,AUTO,642.44762
2434,WALK,81.59851
2435,AUTO,1437.61949
2435,TRANSIT,988.13809
2435,WALK,1976.27618
2436,AUTO,2875.76155
2437,AUTO,9292.68808
2437,BIKE,9633.12275
2438,AUTO,5888.42887
2438,TRANSIT,988.13809
2440,AUTO,35.99404
2440,BIKE,9633.12275
2441,AUTO,98.3691
2442,AUTO,2976.83577
2443,AUTO,964.18249
2443,BIKE,201.61236
2445,AUTO,2523.15297
2447,AUTO,53.2122
2448,AUTO,137.4781
2449,AUTO,137.4781
2450,AUTO,687.3905
2451,AUTO,22.72942
2451,OTHER,45.45884
2456,AUTO,1880.25202
2457,AUTO,13787.26195
2457,SCHOOL_BUS,84.17704
2463,AUTO,535.38416
2466,AUTO,196.54588
2471,AUTO,9926.21859
2471,TRANSIT,692.44654
2502,AUTO,1904.69869
2502,WALK,1513.7628
2504,AUTO,175.09734
2505,AUTO,84.75246
2506,WALK,312.02113
2507,AUTO,18.28362
2509,AUTO,566.12516
2510,AUTO,196.65488
2510,WALK,196.7382
2511,AUTO,238.18265
2512,AUTO,5004.57407
2512,WALK,230.9505
2513,AUTO,4755.99075
2515,AUTO,2142.70822
2517,AUTO,13612.56561
2518,AUTO,106.74478
2519,AUTO,196.59596
2521,AUTO,3472.36792
2522,AUTO,252.04851
2523,AUTO,688.01649
2523,WALK,196.57614
2527,AUTO,1213.93418
2530,AUTO,204.69749
2533,AUTO,335.55735
2533,WALK,213.82258
2535,AUTO,1541.49026
2542,AUTO,10747.57753
2542,SCHOOL_BUS,1175.99062
2543,AUTO,196.88646
2552,AUTO,19596.67592
2552,WALK,2899.83036
2554,AUTO,69.73288
2556,AUTO,529.32919
2556,WALK,206.40842
2560,AUTO,883.10575
2562,AUTO,579.56785
2566,AUTO,7318.45114
2567,AUTO,2595.40124
2568,AUTO,1243.31231
2570,AUTO,17387.7009
2571,AUTO,7979.33197
2572,AUTO,1479.24854
2573,AUTO,817.37188
2574,AUTO,1227.45187
2575,AUTO,477.3836
2576,AUTO,9393.24834
2577,AUTO,606.96709
2577,BIKE,24.58091
2578,AUTO,94.53389
2586,AUTO,140.57215
2588,AUTO,18.61161
2590,AUTO,26.6061
2590,OTHER,26.6061
2591,AUTO,124.87904
2592,AUTO,3745.3413
2593,AUTO,102.16152
2593,BIKE,118.40302
2594,AUTO,456.42969
2598,AUTO,45.5247
2600,AUTO,1153.60104
2601,AUTO,37.51396
2603,AUTO,5650.95963
2604,AUTO,5677.94046
2604,WALK,623.49491
2605,AUTO,222.93455
2606,AUTO,9912.21494
2607,AUTO,3555.20576
2607,WALK,1246.98982
2611,AUTO,5327.16734
2615,AUTO,42.57905
2616,AUTO,322.56489
2616,SCHOOL_BUS,43.51218
2617,AUTO,621.72279
2619,AUTO,5711.34163
2619,OTHER,226.67688
2619,WALK,98.27294
2620,AUTO,6916.0562
2620,SCHOOL_BUS,1175.99062
2621,AUTO,1566.71584
2622,AUTO,40.24512
2623,AUTO,481.17102
2623,SCHOOL_BUS,118.47198
2623,WALK,70.00266
2624,AUTO,102.16152
2625,AUTO,1774.31079
2625,OTHER,1208.68942
2625,WALK,2621.70188
2626,AUTO,127.80143
2627,AUTO,120.97019
2629,AUTO,240.32603
2630,AUTO,9852.80758
2631,AUTO,7527.33996
2631,TAXI_NOT_TNC,196.54588
2632,AUTO,2151.90468
2633,AUTO,218.71432
2634,AUTO,8600.42373
2634,WALK,257.90954
2635,AUTO,4429.24569
2636,AUTO,79.1301
2637,AUTO,5231.38301
2637,WALK,720.26706
2638,AUTO,3082.32902
2639,AUTO,2147.16545
2639,SCHOOL_BUS,131.5009
2639,WALK,140.00532
2640,AUTO,179.59217
2641,AUTO,1401.59057
2642,AUTO,4684.06436
2642,TAXI_NOT_TNC,196.54588
2643,AUTO,4951.01187
2644,AUTO,6149.1824
2645,AUTO,7716.04972
2645,BIKE,885.93326
2645,OTHER,2143.58302
2645,WALK,1376.51872
2646,AUTO,3404.55567
2646,OTHER,486.85065
2646,WALK,312.50021
2647,AUTO,16062.4101
2648,AUTO,3604.58398
2648,OTHER,356.48775
2648,WALK,381.46314
2649,AUTO,251.05016
2650,AUTO,477.54823
2651,AUTO,194.52588
2652,AUTO,630.36834
2653,AUTO,79.11249
2654,AUTO,1479.31294
2655,AUTO,773.91445
2656,AUTO,1053.51289
2656,SCHOOL_BUS,79.35419
2656,WALK,248.10606
2657,AUTO,5329.63651
2658,AUTO,12.18908
2659,AUTO,79.05105
2660,AUTO,9507.4053
2661,AUTO,595.35582
2662,AUTO,2456.82335
2663,AUTO,1735.1029
2664,AUTO,1918.9855
2665,AUTO,338.57799
2666,AUTO,3464.05233
2667,AUTO,9573.97843
2668,AUTO,1583.46231
2669,AUTO,230.86863
2670,AUTO,11786.94005
2671,AUTO,606.96709
2673,AUTO,294.26184
2676,AUTO,9540.28291
2677,AUTO,238.10176
2678,AUTO,297.75793
2679,AUTO,20105.14615
2680,AUTO,3144.74766
2681,AUTO,826.968
2681,WALK,393.09336
2683,AUTO,158.55872
2684,AUTO,1534.51374
2684,OTHER,26.6061
2684,TNC,8101.85968
2685,AUTO,560.04592
2686,AUTO,98.34932
2688,AUTO,106.7447
2689,AUTO,550.09478
2691,AUTO,4811.64599
2691,TNC,9776.33896
2692,AUTO,98.27294
2693,AUTO,974.32637
2694,AUTO,10857.85416
2695,AUTO,118.40302
2695,BIKE,118.40302
2696,AUTO,453.7311
2698,AUTO,143.44935
2699,AUTO,5973.53302
2700,AUTO,1356.96745
2701,AUTO,4351.55901
2702,AUTO,133.86282
2703,AUTO,5553.5534
2705,AUTO,2778.82627
2709,AUTO,668.74489
2712,AUTO,583.96336
2714,AUTO,149.78495
2718,AUTO,79.08246
2719,AUTO,214.82949
2727,AUTO,3454.3639
2730,AUTO,2729.51712
2731,AUTO,26.54862
2732,AUTO,2853.29472
2733,AUTO,2835.7116
2735,AUTO,196.54618
2739,AUTO,138.95656
2742,AUTO,4645.80358
2743,AUTO,125.42996
2744,AUTO,39.52764
2803,AUTO,2272.50244
2803,TRANSIT,1828.00791
2807,AUTO,2123.02553
2807,WALK,1916.77406
2808,AUTO,430.16449
2809,AUTO,196.56514
2810,AUTO,213.76914
2812,AUTO,2323.87555
2814,AUTO,352.82778
2815,AUTO,283.3741
2816,AUTO,8763.16777
2816,WALK,230.97314
2817,AUTO,9564.62395
2818,AUTO,1633.95652
2820,AUTO,111.20163
2821,AUTO,938.56074
2822,AUTO,1208.58134
2822,SCHOOL_BUS,79.05105
2825,AUTO,1013.1414
2825,WALK,288.43102
2827,AUTO,2810.15712
2828,AUTO,3779.93891
2828,BIKE,127.79817
2828,SCHOOL_BUS,79.05105
2829,AUTO,2110.99096
2831,AUTO,39.92031
2832,AUTO,14439.70468
2833,AUTO,8876.20667
2833,WALK,7800.35579
2834,AUTO,2387.98165
2836,AUTO,1061.67799
2836,WALK,98.28257
2837,AUTO,1441.81713
2837,WALK,98.28257
2838,AUTO,5267.05485
2839,AUTO,11299.96503
2839,WALK,18323.0135
2840,AUTO,547.17868
2841,AUTO,14701.60111
2842,AUTO,688.70261
2842,WALK,217.52024
2843,AUTO,39.75534
2844,AUTO,11429.23837
2845,AUTO,2003.2994
2849,TRANSIT,914.39714
2850,AUTO,20899.48978
2850,WALK,7378.16246
2851,AUTO,7036.95667
2851,WALK,98.27294
2852,AUTO,3166.22408
2853,AUTO,1764.14059
2854,AUTO,9312.7712
2854,BIKE,127.79817
2854,WALK,1982.62152
2855,AUTO,490.44251
2856,AUTO,7252.74936
2856,WALK,123.56698
2857,AUTO,6283.60746
2859,AUTO,158.10238
2860,AUTO,14802.11326
2861,AUTO,6905.45203
2862,AUTO,32639.47447
2862,TRANSIT,3657.58856
2863,AUTO,7730.66026
2863,WALK,1828.79428
2864,AUTO,106.74478
2865,AUTO,1400.04311
2866,AUTO,497.92087
2868,AUTO,648.96571
2869,AUTO,1495.87307
2869,TAXI_NOT_TNC,203.93172
2870,AUTO,4921.38378
2870,TRANSIT,1840.37455
2871,AUTO,5610.58316
2871,WALK,914.39714
2872,AUTO,11732.09963
2872,TRANSIT,914.39714
2872,WALK,133.10375
2873,AUTO,300.00006
2874,AUTO,9127.0372
2874,WALK,230.9505
2875,AUTO,1968.82841
2876,AUTO,1554.61327
2877,AUTO,382.16337
2877,LONG_DIST_PASS,39.52553
2877,WALK,39.52553
2878,AUTO,632.83765
2879,AUTO,193.8445
2880,AUTO,224.60175
2882,AUTO,125.42996
2883,AUTO,318.95048
2884,AUTO,9849.9879
2885,AUTO,6021.39559
2885,WALK,2456.76916
2886,AUTO,230.9505
2887,AUTO,6787.76659
2888,AUTO,1245.91004
2889,AUTO,8945.97876
2890,AUTO,1770.54735
2891,AUTO,1266.53002
2892,AUTO,730.33266
2893,AUTO,11689.11515
2893,WALK,26.75033
2894,AUTO,307.24296
2896,AUTO,240.78262
2897,AUTO,17388.97536
2898,AUTO,9474.54091
2899,AUTO,2947.79958
2899,TRANSIT,1828.79428
2900,AUTO,4168.5454
2900,TAXI_NOT_TNC,203.93172
2901,AUTO,8330.16306
2901,TRANSIT,1828.79428
2902,AUTO,885.93326
2903,AUTO,3390.76296
2904,AUTO,2508.74237
2905,AUTO,1515.31215
2906,AUTO,15733.82395
2906,SCHOOL_BUS,3704.16888
2907,AUTO,1612.13763
2908,AUTO,98.34932
2909,AUTO,6819.474
2910,AUTO,4439.7973
2910,BIKE,24.58091
2910,WALK,310.3908
2911,AUTO,4081.08309
2911,WALK,616.53853
2913,AUTO,2493.0137
2913,WALK,4527.32424
2915,AUTO,240.77444
2916,AUTO,1168.82405
2917,AUTO,1020.055
2918,AUTO,14704.27555
2918,TRANSIT,1840.37455
2919,AUTO,8103.35493
2920,AUTO,1404.95803
2920,TRANSIT,22.76534
2920,WALK,204.90634
2922,AUTO,365.68545
2922,WALK,240.77444
2951,AUTO,546.63962
2960,AUTO,153.14916
2964,AUTO,533.09538
2978,AUTO,139.35223
2979,AUTO,153.14916
