PERSON_TYPE,PER,ORIG_PURPOSE,TIME_USE
OTHER NON WORKING ADULT,2,SOC AND REC,53.5522254166667
OTHER NON WORKING ADULT,2,WORK,8.48427583333333
OTHER NON WORKING ADULT,3,COMMUTE,36.0265430312633
OTHER NON WORKING ADULT,3,ESCORT,0
OTHER NON WORKING ADULT,3,HOME,890.249093333334
OTHER NON WORKING ADULT,3,MEAL,1.30973875
OTHER NON WORKING ADULT,3,OTHER,0
OTHER NON WORKING ADULT,3,SCHOOL,0
OTHER NON WORKING ADULT,3,SHOP,45.0307016666667
OTHER NON WORKING ADULT,3,SOC AND REC,13.1099345833333
OTHER NON WORKING ADULT,3,WORK,8.48427583333333
OTHER NON WORKING ADULT,4,COMMUTE,47.4916116106614
OTHER NON WORKING ADULT,4,ESCORT,0
OTHER NON WORKING ADULT,4,HOME,899.999045625001
OTHER NON WORKING ADULT,4,MEAL,0
OTHER NON WORKING ADULT,4,OTHER,0
OTHER NON WORKING ADULT,4,SCHOOL,0
OTHER NON WORKING ADULT,4,SHOP,45.0307016666667
OTHER NON WORKING ADULT,4,SOC AND REC,18.1884735416667
OTHER NON WORKING ADULT,4,WORK,7.17453708333333
OTHER NON WORKING ADULT,5,COMMUTE,53.029514647467
OTHER NON WORKING ADULT,5,ESCORT,4.36579583333333
OTHER NON WORKING ADULT,5,HOME,892.972224375001
OTHER NON WORKING ADULT,5,MEAL,7.76426333333333
OTHER NON WORKING ADULT,5,OTHER,0
OTHER NON WORKING ADULT,5,SCHOOL,0
OTHER NON WORKING ADULT,5,SHOP,52.794965
OTHER NON WORKING ADULT,5,SOC AND REC,14.5764885416667
OTHER NON WORKING ADULT,5,WORK,7.17453708333333
OTHER NON WORKING ADULT,6,COMMUTE,78.6465559419115
OTHER NON WORKING ADULT,6,ESCORT,7.84631708333333
OTHER NON WORKING ADULT,6,HOME,958.732882291667
OTHER NON WORKING ADULT,6,MEAL,7.76426333333333
OTHER NON WORKING ADULT,6,OTHER,0
OTHER NON WORKING ADULT,6,SCHOOL,8.85608645833333
OTHER NON WORKING ADULT,6,SHOP,52.6254225
OTHER NON WORKING ADULT,6,SOC AND REC,47.561819375
OTHER NON WORKING ADULT,6,WORK,8.97143125
OTHER NON WORKING ADULT,7,COMMUTE,114.69935418532
OTHER NON WORKING ADULT,7,ESCORT,14.050236875
OTHER NON WORKING ADULT,7,HOME,983.788346458334
OTHER NON WORKING ADULT,7,MEAL,5.75196791666667
OTHER NON WORKING ADULT,7,OTHER,0
OTHER NON WORKING ADULT,7,SCHOOL,8.85608645833333
OTHER NON WORKING ADULT,7,SHOP,71.9944654166667
OTHER NON WORKING ADULT,7,SOC AND REC,54.3584716666667
OTHER NON WORKING ADULT,7,WORK,13.5715758333333
OTHER NON WORKING ADULT,8,COMMUTE,209.481275600829
OTHER NON WORKING ADULT,8,ESCORT,59.5507385416667
OTHER NON WORKING ADULT,8,HOME,967.153722500001
OTHER NON WORKING ADULT,8,MEAL,9.980604375
OTHER NON WORKING ADULT,8,OTHER,0
OTHER NON WORKING ADULT,8,SCHOOL,17.3988502083333
OTHER NON WORKING ADULT,8,SHOP,98.7412002083333
OTHER NON WORKING ADULT,8,SOC AND REC,86.64708375
OTHER NON WORKING ADULT,8,WORK,32.485259375
OTHER NON WORKING ADULT,9,COMMUTE,404.549819651646
OTHER NON WORKING ADULT,9,ESCORT,73.928839375
OTHER NON WORKING ADULT,9,HOME,983.118513125001
OTHER NON WORKING ADULT,9,MEAL,17.742971875
OTHER NON WORKING ADULT,9,OTHER,0
OTHER NON WORKING ADULT,9,SCHOOL,112.260714166667
OTHER NON WORKING ADULT,9,SHOP,167.740530208333
OTHER NON WORKING ADULT,9,SOC AND REC,147.494325416667
OTHER NON WORKING ADULT,9,WORK,62.5308139583333
OTHER NON WORKING ADULT,10,COMMUTE,491.068623747016
OTHER NON WORKING ADULT,10,ESCORT,127.206252708333
OTHER NON WORKING ADULT,10,HOME,1053.32983854167
OTHER NON WORKING ADULT,10,MEAL,5.68685208333333
OTHER NON WORKING ADULT,10,OTHER,0
OTHER NON WORKING ADULT,10,SCHOOL,186.847804166667
OTHER NON WORKING ADULT,10,SHOP,316.554709166667
OTHER NON WORKING ADULT,10,SOC AND REC,166.402281458333
OTHER NON WORKING ADULT,10,WORK,95.66924
OTHER NON WORKING ADULT,11,COMMUTE,584.159510119401
OTHER NON WORKING ADULT,11,ESCORT,103.579318125
OTHER NON WORKING ADULT,11,HOME,1132.203405
OTHER NON WORKING ADULT,11,MEAL,65.490910625
OTHER NON WORKING ADULT,11,OTHER,0
OTHER NON WORKING ADULT,11,SCHOOL,174.965641666667
OTHER NON WORKING ADULT,11,SHOP,455.266828958333
OTHER NON WORKING ADULT,11,SOC AND REC,311.782297083333
OTHER NON WORKING ADULT,11,WORK,147.953797916667
OTHER NON WORKING ADULT,12,COMMUTE,637.000852681235
OTHER NON WORKING ADULT,12,ESCORT,157.24849375
OTHER NON WORKING ADULT,12,HOME,1149.47196770833
OTHER NON WORKING ADULT,12,MEAL,51.0402041666667
OTHER NON WORKING ADULT,12,OTHER,0
OTHER NON WORKING ADULT,12,SCHOOL,184.515730625
OTHER NON WORKING ADULT,12,SHOP,584.001435416667
OTHER NON WORKING ADULT,12,SOC AND REC,373.391103541667
OTHER NON WORKING ADULT,12,WORK,211.35227875
OTHER NON WORKING ADULT,13,COMMUTE,761.724410607614
OTHER NON WORKING ADULT,13,ESCORT,110.497664791667
OTHER NON WORKING ADULT,13,HOME,1181.68236166667
OTHER NON WORKING ADULT,13,MEAL,170.212211666667
OTHER NON WORKING ADULT,13,OTHER,0
OTHER NON WORKING ADULT,13,SCHOOL,277.764805208333
OTHER NON WORKING ADULT,13,SHOP,896.070395416667
OTHER NON WORKING ADULT,13,SOC AND REC,371.799641666667
OTHER NON WORKING ADULT,13,WORK,303.027986666667
OTHER NON WORKING ADULT,14,COMMUTE,894.602585241903
OTHER NON WORKING ADULT,14,ESCORT,100.173680625
OTHER NON WORKING ADULT,14,HOME,1257.20490020833
OTHER NON WORKING ADULT,14,MEAL,151.383644375
OTHER NON WORKING ADULT,14,OTHER,0
OTHER NON WORKING ADULT,14,SCHOOL,262.46843375
OTHER NON WORKING ADULT,14,SHOP,1149.00549145833
OTHER NON WORKING ADULT,14,SOC AND REC,516.171878333333
OTHER NON WORKING ADULT,14,WORK,442.307188125
OTHER NON WORKING ADULT,15,COMMUTE,883.990899667818
OTHER NON WORKING ADULT,15,ESCORT,103.245751875
OTHER NON WORKING ADULT,15,HOME,1286.69259229167
OTHER NON WORKING ADULT,15,MEAL,76.261704375
OTHER NON WORKING ADULT,15,OTHER,0
OTHER NON WORKING ADULT,15,SCHOOL,264.401715
OTHER NON WORKING ADULT,15,SHOP,1426.93096270833
OTHER NON WORKING ADULT,15,SOC AND REC,563.168722916667
OTHER NON WORKING ADULT,15,WORK,439.002520208333
OTHER NON WORKING ADULT,16,COMMUTE,931.789654534586
OTHER NON WORKING ADULT,16,ESCORT,114.603212916667
OTHER NON WORKING ADULT,16,HOME,1431.45037333333
OTHER NON WORKING ADULT,16,MEAL,76.2585614583334
OTHER NON WORKING ADULT,16,OTHER,0
OTHER NON WORKING ADULT,16,SCHOOL,262.74227
OTHER NON WORKING ADULT,16,SHOP,1708.215586875
OTHER NON WORKING ADULT,16,SOC AND REC,592.436255416667
OTHER NON WORKING ADULT,16,WORK,461.67254125
OTHER NON WORKING ADULT,17,COMMUTE,973.953400579
OTHER NON WORKING ADULT,17,ESCORT,157.725024583333
OTHER NON WORKING ADULT,17,HOME,1482.63127208333
OTHER NON WORKING ADULT,17,MEAL,123.069889166667
OTHER NON WORKING ADULT,17,OTHER,0
OTHER NON WORKING ADULT,17,SCHOOL,288.71320625
OTHER NON WORKING ADULT,17,SHOP,1747.67331791667
OTHER NON WORKING ADULT,17,SOC AND REC,524.798018125
OTHER NON WORKING ADULT,17,WORK,510.947584375
OTHER NON WORKING ADULT,18,COMMUTE,926.07316808084
OTHER NON WORKING ADULT,18,ESCORT,184.620155416667
OTHER NON WORKING ADULT,18,HOME,1592.054913125
OTHER NON WORKING ADULT,18,MEAL,290.452032708333
OTHER NON WORKING ADULT,18,OTHER,0
OTHER NON WORKING ADULT,18,SCHOOL,319.222721666667
OTHER NON WORKING ADULT,18,SHOP,1770.69566729167
OTHER NON WORKING ADULT,18,SOC AND REC,529.222882708333
OTHER NON WORKING ADULT,18,WORK,482.100819166667
OTHER NON WORKING ADULT,19,COMMUTE,822.79645025111
OTHER NON WORKING ADULT,19,ESCORT,204.734297916667
OTHER NON WORKING ADULT,19,HOME,1601.834088125
OTHER NON WORKING ADULT,19,MEAL,365.931445833333
OTHER NON WORKING ADULT,19,OTHER,0
OTHER NON WORKING ADULT,19,SCHOOL,314.342955833333
OTHER NON WORKING ADULT,19,SHOP,1595.46847208333
OTHER NON WORKING ADULT,19,SOC AND REC,466.836516041667
OTHER NON WORKING ADULT,19,WORK,511.455724166667
OTHER NON WORKING ADULT,20,COMMUTE,843.857639681261
OTHER NON WORKING ADULT,20,ESCORT,205.133270625
OTHER NON WORKING ADULT,20,HOME,1681.11733229167
OTHER NON WORKING ADULT,20,MEAL,377.262138333333
OTHER NON WORKING ADULT,20,OTHER,0
OTHER NON WORKING ADULT,20,SCHOOL,309.42439125
OTHER NON WORKING ADULT,20,SHOP,1643.83874270833
OTHER NON WORKING ADULT,20,SOC AND REC,511.024011875
OTHER NON WORKING ADULT,20,WORK,540.871971041667
OTHER NON WORKING ADULT,21,COMMUTE,868.70870821633
OTHER NON WORKING ADULT,21,ESCORT,174.36218625
OTHER NON WORKING ADULT,21,HOME,1714.61067458333
OTHER NON WORKING ADULT,21,MEAL,210.460736666667
OTHER NON WORKING ADULT,21,OTHER,0
OTHER NON WORKING ADULT,21,SCHOOL,309.923009166667
OTHER NON WORKING ADULT,21,SHOP,1753.64741458333
OTHER NON WORKING ADULT,21,SOC AND REC,545.089549791667
OTHER NON WORKING ADULT,21,WORK,538.858045833334
OTHER NON WORKING ADULT,22,COMMUTE,857.56453683929
OTHER NON WORKING ADULT,22,ESCORT,168.353411458333
OTHER NON WORKING ADULT,22,HOME,1741.27384270833
OTHER NON WORKING ADULT,22,MEAL,187.557545
OTHER NON WORKING ADULT,22,OTHER,0
OTHER NON WORKING ADULT,22,SCHOOL,316.4724575
OTHER NON WORKING ADULT,22,SHOP,1747.570773125
OTHER NON WORKING ADULT,22,SOC AND REC,572.842621875
OTHER NON WORKING ADULT,22,WORK,536.866770208334
OTHER NON WORKING ADULT,23,COMMUTE,942.802365232089
OTHER NON WORKING ADULT,23,ESCORT,190.432338958333
OTHER NON WORKING ADULT,23,HOME,1812.73966375
OTHER NON WORKING ADULT,23,MEAL,167.857604791667
OTHER NON WORKING ADULT,23,OTHER,0
OTHER NON WORKING ADULT,23,SCHOOL,307.980596041667
OTHER NON WORKING ADULT,23,SHOP,1616.04822
OTHER NON WORKING ADULT,23,SOC AND REC,589.25923625
OTHER NON WORKING ADULT,23,WORK,486.235360625
OTHER NON WORKING ADULT,24,COMMUTE,835.337602267625
OTHER NON WORKING ADULT,24,ESCORT,180.6274975
OTHER NON WORKING ADULT,24,HOME,1753.19173
OTHER NON WORKING ADULT,24,MEAL,158.266630208333
OTHER NON WORKING ADULT,24,OTHER,0
OTHER NON WORKING ADULT,24,SCHOOL,235.288597291667
OTHER NON WORKING ADULT,24,SHOP,1536.59472583333
OTHER NON WORKING ADULT,24,SOC AND REC,605.299858541666
OTHER NON WORKING ADULT,24,WORK,425.637527291667
OTHER NON WORKING ADULT,25,COMMUTE,959.085452164345
OTHER NON WORKING ADULT,25,ESCORT,264.409082291667
OTHER NON WORKING ADULT,25,HOME,1904.169939375
OTHER NON WORKING ADULT,25,MEAL,108.304220625
OTHER NON WORKING ADULT,25,OTHER,0
OTHER NON WORKING ADULT,25,SCHOOL,198.224340416667
OTHER NON WORKING ADULT,25,SHOP,1563.47292791667
OTHER NON WORKING ADULT,25,SOC AND REC,600.688354583333
OTHER NON WORKING ADULT,25,WORK,407.149797083333
OTHER NON WORKING ADULT,26,COMMUTE,957.816837359334
OTHER NON WORKING ADULT,26,ESCORT,204.3646675
OTHER NON WORKING ADULT,26,HOME,1927.46338541667
OTHER NON WORKING ADULT,26,MEAL,114.457391875
OTHER NON WORKING ADULT,26,OTHER,0
OTHER NON WORKING ADULT,26,SCHOOL,147.858170625
OTHER NON WORKING ADULT,26,SHOP,1185.89723520833
OTHER NON WORKING ADULT,26,SOC AND REC,575.722572291667
OTHER NON WORKING ADULT,26,WORK,416.299698333333
OTHER NON WORKING ADULT,27,COMMUTE,920.977037096023
OTHER NON WORKING ADULT,27,ESCORT,195.523859166667
OTHER NON WORKING ADULT,27,HOME,1885.68728375
OTHER NON WORKING ADULT,27,MEAL,117.319405833333
OTHER NON WORKING ADULT,27,OTHER,0
OTHER NON WORKING ADULT,27,SCHOOL,136.163861666667
OTHER NON WORKING ADULT,27,SHOP,1085.43037416667
OTHER NON WORKING ADULT,27,SOC AND REC,469.409845416667
OTHER NON WORKING ADULT,27,WORK,414.746340625
OTHER NON WORKING ADULT,28,COMMUTE,762.932418778109
OTHER NON WORKING ADULT,28,ESCORT,162.585803333333
OTHER NON WORKING ADULT,28,HOME,1757.70447708333
OTHER NON WORKING ADULT,28,MEAL,209.743850208333
OTHER NON WORKING ADULT,28,OTHER,0
OTHER NON WORKING ADULT,28,SCHOOL,126.830602916667
OTHER NON WORKING ADULT,28,SHOP,729.653531875
OTHER NON WORKING ADULT,28,SOC AND REC,477.516084166667
OTHER NON WORKING ADULT,28,WORK,367.962060833333
OTHER NON WORKING ADULT,29,COMMUTE,830.343455925869
OTHER NON WORKING ADULT,29,ESCORT,148.789296666667
OTHER NON WORKING ADULT,29,HOME,1692.52160479167
OTHER NON WORKING ADULT,29,MEAL,284.241056458333
OTHER NON WORKING ADULT,29,OTHER,0
OTHER NON WORKING ADULT,29,SCHOOL,106.178438125
OTHER NON WORKING ADULT,29,SHOP,809.420106666667
OTHER NON WORKING ADULT,29,SOC AND REC,555.688646666667
OTHER NON WORKING ADULT,29,WORK,345.82573375
OTHER NON WORKING ADULT,30,COMMUTE,741.129014720787
OTHER NON WORKING ADULT,30,ESCORT,86.4884347916667
OTHER NON WORKING ADULT,30,HOME,1648.96999270833
OTHER NON WORKING ADULT,30,MEAL,256.376647916667
OTHER NON WORKING ADULT,30,OTHER,0
OTHER NON WORKING ADULT,30,SCHOOL,101.148525208333
OTHER NON WORKING ADULT,30,SHOP,755.004576875
OTHER NON WORKING ADULT,30,SOC AND REC,670.387557916667
OTHER NON WORKING ADULT,30,WORK,276.179013958333
OTHER NON WORKING ADULT,31,COMMUTE,774.257265578238
OTHER NON WORKING ADULT,31,ESCORT,47.6269075
OTHER NON WORKING ADULT,31,HOME,1512.09653916667
OTHER NON WORKING ADULT,31,MEAL,337.473100416667
OTHER NON WORKING ADULT,31,OTHER,0
OTHER NON WORKING ADULT,31,SCHOOL,81.0335466666667
OTHER NON WORKING ADULT,31,SHOP,805.719932708333
OTHER NON WORKING ADULT,31,SOC AND REC,679.664447916667
OTHER NON WORKING ADULT,31,WORK,267.3472125
OTHER NON WORKING ADULT,32,COMMUTE,567.332875358388
OTHER NON WORKING ADULT,32,ESCORT,30.3071495833333
OTHER NON WORKING ADULT,32,HOME,1385.603110625
OTHER NON WORKING ADULT,32,MEAL,277.48564875
OTHER NON WORKING ADULT,32,OTHER,0
OTHER NON WORKING ADULT,32,SCHOOL,54.24549625
OTHER NON WORKING ADULT,32,SHOP,740.366076041667
OTHER NON WORKING ADULT,32,SOC AND REC,675.719049791668
OTHER NON WORKING ADULT,32,WORK,239.0926825
OTHER NON WORKING ADULT,33,COMMUTE,526.155749115912
OTHER NON WORKING ADULT,33,ESCORT,47.9986841666667
OTHER NON WORKING ADULT,33,HOME,1381.883250625
OTHER NON WORKING ADULT,33,MEAL,390.153652083333
OTHER NON WORKING ADULT,33,OTHER,0
OTHER NON WORKING ADULT,33,SCHOOL,37.568325625
OTHER NON WORKING ADULT,33,SHOP,699.237278541667
OTHER NON WORKING ADULT,33,SOC AND REC,747.017074583334
OTHER NON WORKING ADULT,33,WORK,202.120566041667
OTHER NON WORKING ADULT,34,COMMUTE,363.178202853277
OTHER NON WORKING ADULT,34,ESCORT,41.6079870833333
OTHER NON WORKING ADULT,34,HOME,1256.70288729167
OTHER NON WORKING ADULT,34,MEAL,320.504024166667
OTHER NON WORKING ADULT,34,OTHER,0
OTHER NON WORKING ADULT,34,SCHOOL,42.5902929166667
OTHER NON WORKING ADULT,34,SHOP,558.118376458333
OTHER NON WORKING ADULT,34,SOC AND REC,592.228145833334
OTHER NON WORKING ADULT,34,WORK,181.846874791667
OTHER NON WORKING ADULT,35,COMMUTE,383.005624648266
OTHER NON WORKING ADULT,35,ESCORT,61.7615039583333
OTHER NON WORKING ADULT,35,HOME,1222.88359520833
OTHER NON WORKING ADULT,35,MEAL,406.02885875
OTHER NON WORKING ADULT,35,OTHER,0
OTHER NON WORKING ADULT,35,SCHOOL,37.3473304166667
OTHER NON WORKING ADULT,35,SHOP,410.191478333334
OTHER NON WORKING ADULT,35,SOC AND REC,537.6577625
OTHER NON WORKING ADULT,35,WORK,174.298528541667
OTHER NON WORKING ADULT,36,COMMUTE,281.76581883241
OTHER NON WORKING ADULT,36,ESCORT,53.5928664583333
OTHER NON WORKING ADULT,36,HOME,1175.313356875
OTHER NON WORKING ADULT,36,MEAL,304.844722083333
OTHER NON WORKING ADULT,36,OTHER,0
OTHER NON WORKING ADULT,36,SCHOOL,30.6450733333333
OTHER NON WORKING ADULT,36,SHOP,199.329331666667
OTHER NON WORKING ADULT,36,SOC AND REC,477.101316458333
OTHER NON WORKING ADULT,36,WORK,146.582652083333
OTHER NON WORKING ADULT,37,COMMUTE,304.826904653128
OTHER NON WORKING ADULT,37,ESCORT,30.5157410416667
OTHER NON WORKING ADULT,37,HOME,1100.85911291667
OTHER NON WORKING ADULT,37,MEAL,270.474011666667
OTHER NON WORKING ADULT,37,OTHER,0
OTHER NON WORKING ADULT,37,SCHOOL,28.79936125
OTHER NON WORKING ADULT,37,SHOP,186.509267291667
OTHER NON WORKING ADULT,37,SOC AND REC,402.859836041667
OTHER NON WORKING ADULT,37,WORK,113.036077291667
OTHER NON WORKING ADULT,38,COMMUTE,347.373078674127
OTHER NON WORKING ADULT,38,ESCORT,71.0786822916667
OTHER NON WORKING ADULT,38,HOME,1157.6475725
OTHER NON WORKING ADULT,38,MEAL,131.743506875
OTHER NON WORKING ADULT,38,OTHER,0
OTHER NON WORKING ADULT,38,SCHOOL,19.4125329166667
OTHER NON WORKING ADULT,38,SHOP,161.472038333333
OTHER NON WORKING ADULT,38,SOC AND REC,332.699283541667
OTHER NON WORKING ADULT,38,WORK,102.08186625
OTHER NON WORKING ADULT,39,COMMUTE,235.512175279045
OTHER NON WORKING ADULT,39,ESCORT,11.928911875
OTHER NON WORKING ADULT,39,HOME,1137.00900375
OTHER NON WORKING ADULT,39,MEAL,105.095602291667
OTHER NON WORKING ADULT,39,OTHER,0
OTHER NON WORKING ADULT,39,SCHOOL,18.931061875
OTHER NON WORKING ADULT,39,SHOP,82.0793927083333
OTHER NON WORKING ADULT,39,SOC AND REC,139.853953125
OTHER NON WORKING ADULT,39,WORK,88.8821789583333
OTHER NON WORKING ADULT,40,COMMUTE,165.771980011642
OTHER NON WORKING ADULT,40,ESCORT,11.928911875
OTHER NON WORKING ADULT,40,HOME,967.891911666667
OTHER NON WORKING ADULT,40,MEAL,126.695099583333
OTHER NON WORKING ADULT,40,OTHER,0
OTHER NON WORKING ADULT,40,SCHOOL,4.116800625
OTHER NON WORKING ADULT,40,SHOP,95.2664614583333
OTHER NON WORKING ADULT,40,SOC AND REC,93.8607670833333
OTHER NON WORKING ADULT,40,WORK,66.5345054166667
OTHER NON WORKING ADULT,41,COMMUTE,121.280532050878
OTHER NON WORKING ADULT,41,ESCORT,17.8964922916667
OTHER NON WORKING ADULT,41,HOME,1020.69865458333
OTHER NON WORKING ADULT,41,MEAL,0
OTHER NON WORKING ADULT,41,OTHER,0
OTHER NON WORKING ADULT,41,SCHOOL,4.116800625
OTHER NON WORKING ADULT,41,SHOP,52.2436110416667
OTHER NON WORKING ADULT,41,SOC AND REC,81.493618125
OTHER NON WORKING ADULT,41,WORK,51.8052766666667
OTHER NON WORKING ADULT,42,COMMUTE,73.7524787490593
OTHER NON WORKING ADULT,42,ESCORT,26.4940147916667
OTHER NON WORKING ADULT,42,HOME,904.569722291667
OTHER NON WORKING ADULT,42,MEAL,0
OTHER NON WORKING ADULT,42,OTHER,0
OTHER NON WORKING ADULT,42,SCHOOL,4.116800625
OTHER NON WORKING ADULT,42,SHOP,38.3439102083333
OTHER NON WORKING ADULT,42,SOC AND REC,92.2429829166667
OTHER NON WORKING ADULT,42,WORK,40.4347322916667
OTHER NON WORKING ADULT,43,COMMUTE,107.628105094256
OTHER NON WORKING ADULT,43,ESCORT,18.8806310416667
OTHER NON WORKING ADULT,43,HOME,951.573398333334
OTHER NON WORKING ADULT,43,MEAL,10.485925
OTHER NON WORKING ADULT,43,OTHER,0
OTHER NON WORKING ADULT,43,SCHOOL,4.116800625
OTHER NON WORKING ADULT,43,SHOP,46.8704975
OTHER NON WORKING ADULT,43,SOC AND REC,121.237614375
OTHER NON WORKING ADULT,43,WORK,40.4347322916667
OTHER NON WORKING ADULT,44,COMMUTE,50.5182113427515
OTHER NON WORKING ADULT,44,ESCORT,5.48584666666667
OTHER NON WORKING ADULT,44,HOME,902.685997291667
OTHER NON WORKING ADULT,44,MEAL,0
OTHER NON WORKING ADULT,44,OTHER,0
OTHER NON WORKING ADULT,44,SCHOOL,4.116800625
OTHER NON WORKING ADULT,44,SHOP,54.65696
OTHER NON WORKING ADULT,44,SOC AND REC,75.78260625
OTHER NON WORKING ADULT,44,WORK,12.0648729166667
OTHER NON WORKING ADULT,45,COMMUTE,43.2229390729598
OTHER NON WORKING ADULT,45,ESCORT,5.48584666666667
OTHER NON WORKING ADULT,45,HOME,901.13533375
OTHER NON WORKING ADULT,45,MEAL,0
OTHER NON WORKING ADULT,45,OTHER,0
OTHER NON WORKING ADULT,45,SCHOOL,0
OTHER NON WORKING ADULT,45,SHOP,42.0775375
OTHER NON WORKING ADULT,45,SOC AND REC,64.7469914583333
OTHER NON WORKING ADULT,45,WORK,12.0648729166667
OTHER NON WORKING ADULT,46,COMMUTE,43.4681650921728
OTHER NON WORKING ADULT,46,ESCORT,5.48584666666667
OTHER NON WORKING ADULT,46,HOME,913.179445416667
OTHER NON WORKING ADULT,46,MEAL,5.06003729166667
OTHER NON WORKING ADULT,46,OTHER,0
OTHER NON WORKING ADULT,46,SCHOOL,0
OTHER NON WORKING ADULT,46,SHOP,43.6710247916667
OTHER NON WORKING ADULT,46,SOC AND REC,61.93498375
OTHER NON WORKING ADULT,46,WORK,11.2053597916667
OTHER NON WORKING ADULT,47,COMMUTE,36.2797815373117
OTHER NON WORKING ADULT,47,ESCORT,15.1747525
OTHER NON WORKING ADULT,47,HOME,902.536224791667
OTHER NON WORKING ADULT,47,MEAL,5.06003729166667
OTHER NON WORKING ADULT,47,OTHER,0
OTHER NON WORKING ADULT,47,SCHOOL,0
OTHER NON WORKING ADULT,47,SHOP,48.4639847916667
OTHER NON WORKING ADULT,47,SOC AND REC,56.4959435416667
OTHER NON WORKING ADULT,47,WORK,11.2053597916667
OTHER NON WORKING ADULT,48,COMMUTE,34.6607997442561
OTHER NON WORKING ADULT,48,ESCORT,0
OTHER NON WORKING ADULT,48,HOME,904.60050875
OTHER NON WORKING ADULT,48,MEAL,5.05467791666667
OTHER NON WORKING ADULT,48,OTHER,0
OTHER NON WORKING ADULT,48,SCHOOL,0
OTHER NON WORKING ADULT,48,SHOP,38.3439102083333
OTHER NON WORKING ADULT,48,SOC AND REC,52.597066875
OTHER NON WORKING ADULT,48,WORK,11.2053597916667
PART TIME WORKER,1,COMMUTE,17.818987532354
PART TIME WORKER,1,ESCORT,2.86271854166667
PART TIME WORKER,1,HOME,548.313164791667
PART TIME WORKER,1,MEAL,2.06103729166667
PART TIME WORKER,1,OTHER,0
PART TIME WORKER,1,SCHOOL,0
PART TIME WORKER,1,SHOP,20.249545
PART TIME WORKER,1,SOC AND REC,12.4110920833333
PART TIME WORKER,1,WORK,13.3269945833333
PART TIME WORKER,2,COMMUTE,24.0496133583957
PART TIME WORKER,2,ESCORT,5.90900541666667
PART TIME WORKER,2,HOME,551.359451666667
PART TIME WORKER,2,MEAL,2.06103729166667
PART TIME WORKER,2,OTHER,0
PART TIME WORKER,2,SCHOOL,0
PART TIME WORKER,2,SHOP,20.249545
PART TIME WORKER,2,SOC AND REC,14.2893629166667
PART TIME WORKER,2,WORK,22.9361285416667
PART TIME WORKER,3,COMMUTE,19.8055612403401
PART TIME WORKER,3,ESCORT,2.86271854166667
PART TIME WORKER,3,HOME,551.359451666667
PART TIME WORKER,3,MEAL,2.06103729166667
PART TIME WORKER,3,OTHER,0
PART TIME WORKER,3,SCHOOL,0
PART TIME WORKER,3,SHOP,20.249545
PART TIME WORKER,3,SOC AND REC,12.4110920833333
PART TIME WORKER,3,WORK,38.495693125
PART TIME WORKER,4,COMMUTE,26.4727440648771
PART TIME WORKER,4,ESCORT,2.86271854166667
PART TIME WORKER,4,HOME,551.359451666667
PART TIME WORKER,4,MEAL,6.753590625
PART TIME WORKER,4,OTHER,0
PART TIME WORKER,4,SCHOOL,0
PART TIME WORKER,4,SHOP,20.249545
PART TIME WORKER,4,SOC AND REC,12.4110920833333
PART TIME WORKER,4,WORK,59.9437877083333
PART TIME WORKER,5,COMMUTE,46.6937414614049
PART TIME WORKER,5,ESCORT,2.86271854166667
PART TIME WORKER,5,HOME,548.298164166667
PART TIME WORKER,5,MEAL,2.06103729166667
PART TIME WORKER,5,OTHER,0
PART TIME WORKER,5,SCHOOL,0
PART TIME WORKER,5,SHOP,20.249545
PART TIME WORKER,5,SOC AND REC,12.4110920833333
PART TIME WORKER,5,WORK,87.1128997916667
PART TIME WORKER,6,COMMUTE,66.7480341152244
PART TIME WORKER,6,ESCORT,10.215036875
PART TIME WORKER,6,HOME,546.114028541667
PART TIME WORKER,6,MEAL,2.06103729166667
PART TIME WORKER,6,OTHER,0
PART TIME WORKER,6,SCHOOL,3.90013833333333
PART TIME WORKER,6,SHOP,50.3725027083333
PART TIME WORKER,6,SOC AND REC,12.4110920833333
PART TIME WORKER,6,WORK,123.619193125
PART TIME WORKER,7,COMMUTE,118.088813518697
PART TIME WORKER,7,ESCORT,11.5263620833333
PART TIME WORKER,7,HOME,562.180026875
PART TIME WORKER,7,MEAL,2.06103729166667
PART TIME WORKER,7,OTHER,0
PART TIME WORKER,7,SCHOOL,3.90013833333333
PART TIME WORKER,7,SHOP,47.1109116666667
PART TIME WORKER,7,SOC AND REC,27.3678245833333
PART TIME WORKER,7,WORK,159.938872916667
PART TIME WORKER,8,COMMUTE,215.604142197169
PART TIME WORKER,8,ESCORT,9.17000625
PART TIME WORKER,8,HOME,567.515848125
PART TIME WORKER,8,MEAL,29.8979533333333
PART TIME WORKER,8,OTHER,0
PART TIME WORKER,8,SCHOOL,16.2501579166667
PART TIME WORKER,8,SHOP,45.68886
PART TIME WORKER,8,SOC AND REC,33.5593841666667
PART TIME WORKER,8,WORK,210.419965208333
PART TIME WORKER,9,COMMUTE,327.878864715109
PART TIME WORKER,9,ESCORT,77.5664595833333
PART TIME WORKER,9,HOME,557.111276041667
PART TIME WORKER,9,MEAL,29.421455625
PART TIME WORKER,9,OTHER,0
PART TIME WORKER,9,SCHOOL,141.69812625
PART TIME WORKER,9,SHOP,63.8185616666667
