ZONE,COUNTY,MODE,TRIPS
170,Hillsborough County,OTHER,0
170,Hillsborough County,SCHOOL_BUS,0
170,Hillsborough County,SHUTTLE_VANPOOL,0
170,Hillsborough County,TNC,0
170,Hillsborough County,TRANSIT,0
170,Hillsborough County,WALK,0
173,Hillsborough County,BIKE,0
173,Hillsborough County,BIKE_SHARE,0
173,Hillsborough County,CAR,2765.11732
173,Hillsborough County,CAR_SHARE,0
173,Hillsborough County,LONG_DIST_PASS,0
173,Hillsborough County,MISSING,0
173,Hillsborough County,OTHER,0
173,Hillsborough County,SCHOOL_BUS,3785.84036
173,Hillsborough County,SHUTTLE_VANPOOL,0
173,Hillsborough County,TNC,0
173,Hillsborough County,TRANSIT,0
173,Hillsborough County,WALK,0
175,Hillsborough County,BIKE,0
175,Hillsborough County,BIKE_SHARE,0
175,Hillsborough County,CAR,79.45764
175,Hillsborough County,CAR_SHARE,0
175,Hillsborough County,LONG_DIST_PASS,0
175,Hillsborough County,MISSING,0
175,Hillsborough County,OTHER,0
175,Hillsborough County,SCHOOL_BUS,0
175,Hillsborough County,SHUTTLE_VANPOOL,0
175,Hillsborough County,TNC,0
175,Hillsborough County,TRANSIT,0
175,Hillsborough County,WALK,0
178,Hillsborough County,BIKE,0
178,Hillsborough County,BIKE_SHARE,0
178,Hillsborough County,CAR,158.91528
178,Hillsborough County,CAR_SHARE,0
178,Hillsborough County,LONG_DIST_PASS,0
178,Hillsborough County,MISSING,0
178,Hillsborough County,OTHER,0
178,Hillsborough County,SCHOOL_BUS,0
178,Hillsborough County,SHUTTLE_VANPOOL,0
178,Hillsborough County,TNC,0
178,Hillsborough County,TRANSIT,0
178,Hillsborough County,WALK,0
179,Hillsborough County,BIKE,0
179,Hillsborough County,BIKE_SHARE,0
179,Hillsborough County,CAR,18.28361
